2)regulatorName,3)RegulatorGeneName,5)regulatedName,6)function,7)confidenceLevel 
FlhDC,flhD;flhC,nrfG,+,W 
FlhDC,flhD;flhC,fliP,+,C 
FlhDC,flhD;flhC,fliQ,+,C 
FlhDC,flhD;flhC,fliR,+,C 
FlhDC,flhD;flhC,setB,+,C 
FlhDC,flhD;flhC,ccmH,+,W 
FlhDC,flhD;flhC,ccmG,+,W 
FlhDC,flhD;flhC,ccmF,+,W 
FlhDC,flhD;flhC,ccmE,+,W 
FlhDC,flhD;flhC,ccmC,+,W 
FlhDC,flhD;flhC,ccmB,+,W 
FlhDC,flhD;flhC,ccmA,+,W 
FlhDC,flhD;flhC,napC,+,W 
FlhDC,flhD;flhC,napB,+,W 
FlhDC,flhD;flhC,napH,+,W 
FlhDC,flhD;flhC,napG,+,W 
FlhDC,flhD;flhC,napA,+,W 
FlhDC,flhD;flhC,napF,+,W 
FlhDC,flhD;flhC,ppdA,+,W 
FlhDC,flhD;flhC,napD,+,W 
FlhDC,flhD;flhC,ccmD,+,W 
FlhDC,flhD;flhC,pdeH,+,W 
FlhDC,flhD;flhC,gltJ,+,S 
FlhDC,flhD;flhC,gltK,+,S 
FlhDC,flhD;flhC,gltL,+,S 
FlhDC,flhD;flhC,sroC,+,S 
FlhDC,flhD;flhC,flgA,+,S 
FlhDC,flhD;flhC,flgB,+,C 
FlhDC,flhD;flhC,flgC,+,C 
FlhDC,flhD;flhC,flgD,+,C 
FlhDC,flhD;flhC,flgE,+,C 
FlhDC,flhD;flhC,flgF,+,C 
FlhDC,flhD;flhC,flgG,+,C 
FlhDC,flhD;flhC,flgH,+,C 
FlhDC,flhD;flhC,flgI,+,C 
FlhDC,flhD;flhC,flgJ,+,C 
FlhDC,flhD;flhC,flgM,+,S 
FlhDC,flhD;flhC,flhA,+,C 
FlhDC,flhD;flhC,fliI,+,S 
FlhDC,flhD;flhC,fliJ,+,S 
FlhDC,flhD;flhC,fliK,+,S 
FlhDC,flhD;flhC,gltI,+,S 
FlhDC,flhD;flhC,csgC,+,W 
FlhDC,flhD;flhC,ymdA,+,W 
FlhDC,flhD;flhC,ymdB,+,W 
FlhDC,flhD;flhC,clsC,+,W 
FlhDC,flhD;flhC,flgN,+,S 
FlhDC,flhD;flhC,ycgR,+,W 
FlhDC,flhD;flhC,flhE,+,C 
FlhDC,flhD;flhC,flhB,+,C 
FlhDC,flhD;flhC,yecR,+,C 
FlhDC,flhD;flhC,tcyJ,+,C 
FlhDC,flhD;flhC,ygbK,+,W 
FlhDC,flhD;flhC,fruB,+,C 
Fis,fis,adhE,+,S 
Fis,fis,osmE,-,S 
Fis,fis,ansB,-,W 
Fis,fis,apaG,+,W 
Fis,fis,apaH,+,W 
Fis,fis,bglB,-,S 
Fis,fis,bglF,-,S 
Fis,fis,bglG,-,S 
Fis,fis,carA,+,W 
Fis,fis,carB,+,W 
Fis,fis,crp,-,C 
Fis,fis,cspA,+,W 
Fis,fis,cyoA,+,W 
Fis,fis,cyoB,+,W 
Fis,fis,cyoC,+,W 
Fis,fis,cyoD,+,W 
Fis,fis,cyoE,+,W 
Fis,fis,cysG,-,S 
Fis,fis,deoA,+,W 
Fis,fis,deoB,+,W 
Fis,fis,deoC,+,W 
Fis,fis,deoD,+,W 
Fis,fis,dmsA,-,W 
Fis,fis,dmsB,-,W 
Fis,fis,dmsC,-,W 
Fis,fis,dnaA,-,C 
Fis,fis,dnaN,-,C 
Fis,fis,fadA,+,S 
Fis,fis,fadB,+,S 
Fis,fis,fimA,+,C 
Fis,fis,fimC,+,C 
Fis,fis,fimD,+,C 
Fis,fis,fimF,+,C 
Fis,fis,fimG,+,C 
Fis,fis,fimH,+,C 
Fis,fis,fis,-,C 
Fis,fis,fumB,-,W 
Fis,fis,glnA,+,C 
Fis,fis,glnG,+,C 
Fis,fis,glnL,+,C 
Fis,fis,glnQ,-,W 
Fis,fis,glpA,+,S 
Fis,fis,glpB,+,S 
Fis,fis,glpC,+,W 
Fis,fis,glpQ,+,S 
Fis,fis,glpT,+,S 
Fis,fis,gltX,-,C 
Fis,fis,guaA,-,S 
Fis,fis,guaB,-,C 
Fis,fis,gyrA,-,S 
Fis,fis,gyrB,-,S 
Fis,fis,hns,+,S 
Fis,fis,hupA,+,S 
Fis,fis,hupB,-,S 
Fis,fis,hyaA,-,W 
Fis,fis,hyaB,-,W 
Fis,fis,hyaC,-,W 
Fis,fis,hyaD,-,W 
Fis,fis,hyaE,-,W 
Fis,fis,hyaF,-,W 
Fis,fis,infB,+,W 
Fis,fis,katE,-,S 
Fis,fis,rsmA,+,W 
Fis,fis,lpd,+,S 
Fis,fis,malE,+,S 
Fis,fis,malF,+,S 
Fis,fis,malG,+,S 
Fis,fis,mazE,+,C 
Fis,fis,mazG,+,C 
Fis,fis,mglA,-,W 
Fis,fis,mglC,-,W 
Fis,fis,mtlA,-,S 
Fis,fis,mtlD,-,S 
Fis,fis,nanA,-,S 
Fis,fis,narG,-,W 
Fis,fis,narH,-,W 
Fis,fis,narI,-,W 
Fis,fis,narJ,-,W 
Fis,fis,narK,-,W 
Fis,fis,ndh,-+,C 
Fis,fis,nirB,-,C 
Fis,fis,nirC,-,S 
Fis,fis,nirD,-,S 
Fis,fis,nrdA,+,C 
Fis,fis,nrdB,+,W 
Fis,fis,nusA,+,W 
Fis,fis,ogt,-,S 
Fis,fis,pdxA,+,W 
Fis,fis,pflB,-,W 
Fis,fis,pnp,+,W 
Fis,fis,ptsG,-+,S 
Fis,fis,pyrD,-,W 
Fis,fis,queA,+,S 
Fis,fis,recF,-,C 
Fis,fis,rplM,-,W 
Fis,fis,rpsI,-,W 
Fis,fis,rpsO,+,W 
Fis,fis,tolB,-,W 
Fis,fis,topA,-+,S 
Fis,fis,tpr,+,C 
Fis,fis,trg,+,W 
Fis,fis,trmA,+,W 
Fis,fis,tufB,+,C 
Fis,fis,fau,-+,S 
Fis,fis,truB,+,W 
Fis,fis,rbfA,+,W 
Fis,fis,rimP,+,W 
Fis,fis,mazF,+,C 
Fis,fis,dusB,-,C 
Fis,fis,osmY,-,W 
Fis,fis,dps,-,S 
Fis,fis,msrA,-,S 
Fis,fis,marA,+,C 
Fis,fis,marR,+,C 
Fis,fis,acs,-,C 
Fis,fis,gadB,-,W 
Fis,fis,sra,+,W 
Fis,fis,marB,+,C 
Fis,fis,proP,+,C 
Fis,fis,nuoM,+,C 
Fis,fis,nuoF,+,S 
Fis,fis,nrfA,-,S 
Fis,fis,grcA,+,S 
Fis,fis,actP,-,S 
Fis,fis,yjcH,-,C 
Fis,fis,nrfB,-,S 
Fis,fis,nrfC,-,S 
Fis,fis,nrfD,-,S 
Fis,fis,nrfE,-,S 
Fis,fis,nrfF,-,S 
Fis,fis,nrfG,-,S 
Fis,fis,mtlR,-,S 
Fis,fis,fimI,+,C 
Fis,fis,nuoA,+,S 
Fis,fis,nuoB,+,S 
Fis,fis,nuoC,+,S 
Fis,fis,nuoE,+,S 
Fis,fis,nuoG,+,C 
Fis,fis,nuoH,+,C 
Fis,fis,nuoI,+,C 
Fis,fis,nuoJ,+,C 
Fis,fis,nuoK,+,S 
Fis,fis,nuoL,+,S 
Fis,fis,nuoN,+,S 
Fis,fis,cbpA,-,C 
Fis,fis,cbpM,-,C 
Fis,fis,gadX,-,W 
Fis,fis,xylG,-,W 
Fis,fis,xylH,-,W 
Fis,fis,aldB,-,C 
Fis,fis,acnB,-,W 
Fis,fis,yfaE,+,W 
Fis,fis,xylF,-,W 
Fis,fis,xylR,-,W 
Fis,fis,alaT,+,S 
Fis,fis,alaU,+,S 
Fis,fis,alaV,+,S 
Fis,fis,alaW,+,W 
Fis,fis,alaX,+,W 
Fis,fis,argU,+,W 
Fis,fis,argW,+,W 
Fis,fis,argX,+,W 
Fis,fis,aspV,+,W 
Fis,fis,glnU,+,W 
Fis,fis,glnV,+,W 
Fis,fis,glnW,+,W 
Fis,fis,glnX,+,W 
Fis,fis,gltT,+,S 
Fis,fis,gltU,+,S 
Fis,fis,gltV,+,S 
Fis,fis,gltW,+,S 
Fis,fis,glyT,+,C 
Fis,fis,glyU,+,W 
Fis,fis,hisR,+,W 
Fis,fis,ileT,+,S 
Fis,fis,ileU,+,S 
Fis,fis,ileV,+,S 
Fis,fis,leuP,+,S 
Fis,fis,leuQ,+,S 
Fis,fis,leuT,+,W 
Fis,fis,leuV,+,S 
Fis,fis,leuW,+,W 
Fis,fis,leuX,+,W 
Fis,fis,lysT,+,W 
Fis,fis,lysV,+,C 
Fis,fis,lysW,+,W 
Fis,fis,metT,+,W 
Fis,fis,metU,+,W 
Fis,fis,metY,+,W 
Fis,fis,pheU,+,W 
Fis,fis,pheV,+,W 
Fis,fis,proK,+,W 
Fis,fis,proL,+,W 
Fis,fis,proM,+,W 
Fis,fis,rnpB,-+,S 
Fis,fis,rrfA,+,S 
Fis,fis,rrfB,+,S 
Fis,fis,rrfC,+,S 
Fis,fis,rrfD,+,S 
Fis,fis,rrfE,+,S 
Fis,fis,rrfG,+,S 
Fis,fis,rrfH,+,S 
Fis,fis,rrlA,+,S 
Fis,fis,rrlB,+,S 
Fis,fis,rrlC,+,S 
Fis,fis,rrlD,+,S 
Fis,fis,rrlE,+,S 
Fis,fis,rrlG,+,S 
Fis,fis,rrlH,+,S 
Fis,fis,rrsA,+,S 
Fis,fis,rrsB,+,S 
Fis,fis,rrsC,+,S 
Fis,fis,rrsD,+,S 
Fis,fis,rrsE,+,S 
Fis,fis,rrsG,+,S 
Fis,fis,rrsH,+,S 
Fis,fis,rrfF,+,S 
Fis,fis,serT,+,W 
Fis,fis,serX,+,W 
Fis,fis,ssrS,-+,S 
Fis,fis,thrT,+,C 
Fis,fis,thrU,+,C 
Fis,fis,thrV,+,S 
Fis,fis,thrW,+,W 
Fis,fis,tyrT,+,C 
Fis,fis,tyrU,+,C 
Fis,fis,tyrV,+,C 
Fis,fis,valT,+,W 
Fis,fis,valU,+,C 
Fis,fis,valX,+,C 
Fis,fis,valY,+,C 
Fis,fis,gadA,-,W 
Fis,fis,malH,+,S 
Fis,fis,nanT,-,S 
Fis,fis,hlyE,-,W 
Fis,fis,gadC,-,W 
Fis,fis,cspI,-,W 
Fis,fis,flxA,+,W 
Fis,fis,yoaG,-,S 
Fis,fis,yeaR,-,S 
Fis,fis,yodD,+,W 
Fis,fis,glcC,-,S 
Fis,fis,patA,,W 
Fis,fis,nanQ,-,S 
Fis,fis,nanK,-,S 
Fis,fis,nanE,-,S 
Fis,fis,narS,-,W 
Fis,fis,fimR2,+,C 
Fis,fis,glnZ,+,C 
PgrR,pgrR,tyrR,-,S 
PgrR,pgrR,ycjF,-,S 
PgrR,pgrR,ymjC,-,C 
PgrR,pgrR,ymjD,-,C 
PgrR,pgrR,ycjX,-,S 
PgrR,pgrR,ycjG,-,S 
PgrR,pgrR,mpaA,-,S 
PgrR,pgrR,ycjY,-,C 
PgrR,pgrR,mppA,-,S 
IscR,iscR,hyaA,-,C 
IscR,iscR,hyaB,-,S 
IscR,iscR,hyaC,-,C 
IscR,iscR,hyaD,-,C 
IscR,iscR,hyaE,-,S 
IscR,iscR,hyaF,-,C 
IscR,iscR,sufA,+,S 
IscR,iscR,napC,-,S 
IscR,iscR,napB,-,S 
IscR,iscR,napH,-,S 
IscR,iscR,napG,-,S 
IscR,iscR,napA,-,S 
IscR,iscR,napF,-,S 
IscR,iscR,iscA,-,C 
IscR,iscR,napD,-,S 
IscR,iscR,erpA,-,S 
IscR,iscR,nrdF,+,W 
IscR,iscR,nrdE,+,W 
IscR,iscR,torT,-,C 
IscR,iscR,sufE,+,S 
IscR,iscR,sufS,+,C 
IscR,iscR,sufD,+,S 
IscR,iscR,sufC,+,S 
IscR,iscR,sufB,+,C 
IscR,iscR,selO,+,S 
IscR,iscR,iscU,-,C 
IscR,iscR,iscS,-,C 
IscR,iscR,iscR,-,C 
IscR,iscR,rnlA,-,S 
IscR,iscR,rnlB,-,S 
IscR,iscR,nrdH,+,W 
IscR,iscR,nrdI,+,W 
IscR,iscR,nfuA,-,S 
BetI,betI,betA,-,C 
BetI,betI,betB,-,C 
BetI,betI,betI,-,C 
BetI,betI,betT,-,C 
Cra,cra,aceA,+,C 
Cra,cra,aceB,+,C 
Cra,cra,aceE,-,C 
Cra,cra,aceF,-,C 
Cra,cra,aceK,+,C 
Cra,cra,adhE,-,C 
Cra,cra,aroP,+,C 
Cra,cra,betA,+,W 
Cra,cra,betB,+,W 
Cra,cra,betI,+,W 
Cra,cra,betT,+,W 
Cra,cra,crp,+,C 
Cra,cra,crr,-+,C 
Cra,cra,cydA,+,S 
Cra,cra,cydB,+,S 
Cra,cra,cyoA,-,W 
Cra,cra,cyoB,-,W 
Cra,cra,cyoC,-,W 
Cra,cra,cyoD,-,W 
Cra,cra,cyoE,-,W 
Cra,cra,cysG,-,C 
Cra,cra,eda,-,C 
Cra,cra,edd,-,C 
Cra,cra,eno,-,C 
Cra,cra,fbaA,-,C 
Cra,cra,fruA,-,S 
Cra,cra,fruK,-,W 
Cra,cra,gapA,-,C 
Cra,cra,epd,-,C 
Cra,cra,icd,+,S 
Cra,cra,lpd,-,C 
Cra,cra,manX,-,C 
Cra,cra,manY,-,C 
Cra,cra,manZ,-,C 
Cra,cra,mtlA,-,S 
Cra,cra,mtlD,-,S 
Cra,cra,nirB,-,C 
Cra,cra,nirC,-,C 
Cra,cra,nirD,-,C 
Cra,cra,pck,+,C 
Cra,cra,pfkA,-,S 
Cra,cra,pgk,-,C 
Cra,cra,poxB,+,W 
Cra,cra,ppc,-,S 
Cra,cra,ppsA,+,C 
Cra,cra,ptsH,-+,C 
Cra,cra,ptsI,-+,C 
Cra,cra,pykF,-,S 
Cra,cra,tpiA,-,S 
Cra,cra,pdhR,-,C 
Cra,cra,zwf,-,W 
Cra,cra,pdeL,-,W 
Cra,cra,acnA,+,W 
Cra,cra,marA,-,S 
Cra,cra,marR,-,S 
Cra,cra,hypF,-,C 
Cra,cra,marB,-,S 
Cra,cra,setA,-,S 
Cra,cra,mtlR,-,S 
Cra,cra,gpmM,-,C 
Cra,cra,envC,-,C 
Cra,cra,yibQ,-,C 
Cra,cra,acnB,-,W 
Cra,cra,mpl,-,S 
Cra,cra,glk,-,C 
Cra,cra,sgrT,-,S 
Cra,cra,sgrS,-,S 
Cra,cra,prpB,-,S 
Cra,cra,prpC,-,S 
Cra,cra,prpD,-,S 
Cra,cra,prpE,-,S 
Cra,cra,csgG,+,C 
Cra,cra,csgF,+,S 
Cra,cra,csgE,+,C 
Cra,cra,csgD,+,C 
Cra,cra,yeaD,-,C 
Cra,cra,fbaB,-,S 
Cra,cra,glcC,-,W 
Cra,cra,fruB,-,W 
RbsR,rbsR,add,+,C 
RbsR,rbsR,purD,-,C 
RbsR,rbsR,purH,-,C 
RbsR,rbsR,rbsA,-,C 
RbsR,rbsR,rbsB,-,C 
RbsR,rbsR,rbsC,-,C 
RbsR,rbsR,rbsD,-,C 
RbsR,rbsR,rbsK,-,C 
RbsR,rbsR,rbsR,-,C 
RbsR,rbsR,dcd,+,S 
RbsR,rbsR,udk,+,S 
RbsR,rbsR,rbsZ,-,C 
EnvR,envR,acrA,-,S 
EnvR,envR,acrB,-,S 
MngR,mngR,mngR,-,C 
MngR,mngR,mngA,-,S 
MngR,mngR,mngB,-,C 
PyrR,pyrR,yhjX,+,C 
AidB,aidB,aidB,-,S 
TorR,torR,rpoS,+,C 
TorR,torR,tnaA,+,S 
TorR,torR,tnaB,+,S 
TorR,torR,tnaC,+,S 
TorR,torR,hdeA,+,W 
TorR,torR,hdeB,+,W 
TorR,torR,yhiD,+,W 
TorR,torR,gadB,+,W 
TorR,torR,adiA,+,W 
TorR,torR,gadE,+,W 
TorR,torR,torA,+,C 
TorR,torR,torC,+,W 
TorR,torR,slp,+,W 
TorR,torR,torD,+,W 
TorR,torR,mdtE,+,W 
TorR,torR,mdtF,+,W 
TorR,torR,gadX,-+,W 
TorR,torR,adiC,+,W 
TorR,torR,torR,-,C 
TorR,torR,gadA,-+,W 
TorR,torR,gadC,+,W 
PrpR,prpR,prpR,-,W 
PrpR,prpR,prpB,+,W 
PrpR,prpR,prpC,+,W 
PrpR,prpR,prpD,+,W 
PrpR,prpR,prpE,+,W 
AcrR,acrR,flhC,-,W 
AcrR,acrR,flhD,-,W 
AcrR,acrR,soxR,-,S 
AcrR,acrR,soxS,-,S 
AcrR,acrR,marA,-,S 
AcrR,acrR,marR,-,S 
AcrR,acrR,marB,-,S 
AcrR,acrR,acrA,-,C 
AcrR,acrR,acrB,-,C 
AcrR,acrR,acrR,-,C 
AcrR,acrR,micF,-,W 
AcrR,acrR,mdtU,-,S 
AcrR,acrR,puuA,-,S 
AcrR,acrR,mdtI,-,S 
AcrR,acrR,mdtJ,-,S 
StpA,stpA,bglB,-,W 
StpA,stpA,bglF,-,W 
StpA,stpA,bglG,-,W 
StpA,stpA,leuO,-,W 
StpA,stpA,malE,+,W 
StpA,stpA,malF,+,W 
StpA,stpA,malG,+,W 
StpA,stpA,fau,-,S 
StpA,stpA,stpA,-,W 
StpA,stpA,cas2,+,C 
StpA,stpA,ssrS,-,S 
StpA,stpA,malH,+,W 
StpA,stpA,cas1,+,C 
StpA,stpA,casE,+,C 
StpA,stpA,casD,+,C 
StpA,stpA,casC,+,C 
StpA,stpA,casB,+,C 
StpA,stpA,casA,+,C 
RelB,relB,relB,-,C 
RelB,relB,hokD,-,C 
RelB,relB,relE,-,S 
IdnR,idnR,idnK,+,W 
IdnR,idnR,idnT,+,W 
IdnR,idnR,gntK,-,W 
IdnR,idnR,gntU,-,W 
IdnR,idnR,idnR,+,W 
IdnR,idnR,idnO,+,W 
IdnR,idnR,idnD,+,W 
XapR,xapR,xapB,+,W 
XapR,xapR,xapA,+,W 
Cbl,cbl,ssuB,+,S 
Cbl,cbl,tauD,+,S 
Cbl,cbl,tauA,+,S 
Cbl,cbl,tauB,+,S 
Cbl,cbl,tauC,+,S 
Cbl,cbl,ssuC,+,S 
Cbl,cbl,ssuD,+,S 
Cbl,cbl,ssuA,+,S 
Cbl,cbl,ssuE,+,S 
SoxR,soxR,aroF,+,S 
SoxR,soxR,fumC,+,S 
SoxR,soxR,sodA,+,S 
SoxR,soxR,soxR,-,C 
SoxR,soxR,soxS,+,S 
SoxR,soxR,tyrA,+,S 
SoxR,soxR,yjcB,+,S 
SoxR,soxR,yrbL,+,S 
FhlA,fhlA,fdhF,+,C 
FhlA,fhlA,fhlA,+,C 
FhlA,fhlA,hycA,+,C 
FhlA,fhlA,hycB,+,C 
FhlA,fhlA,hycC,+,C 
FhlA,fhlA,hycD,+,C 
FhlA,fhlA,hycE,+,C 
FhlA,fhlA,hycF,+,C 
FhlA,fhlA,hycG,+,C 
FhlA,fhlA,hycH,+,C 
FhlA,fhlA,hypA,+,C 
FhlA,fhlA,hypB,+,C 
FhlA,fhlA,hypC,+,C 
FhlA,fhlA,hypD,+,C 
FhlA,fhlA,hypE,+,C 
FhlA,fhlA,hyfA,+,W 
FhlA,fhlA,hyfB,+,W 
FhlA,fhlA,hypF,+,S 
FhlA,fhlA,hydN,+,S 
FhlA,fhlA,hyfC,+,W 
FhlA,fhlA,hyfD,+,W 
FhlA,fhlA,hyfE,+,W 
FhlA,fhlA,hyfF,+,W 
FhlA,fhlA,hyfG,+,W 
FhlA,fhlA,hyfH,+,W 
FhlA,fhlA,hyfI,+,W 
FhlA,fhlA,hyfJ,+,W 
FhlA,fhlA,hyfR,+,W 
FhlA,fhlA,focB,+,W 
FhlA,fhlA,hycI,+,C 
HprR,hprR,cyoA,-,W 
HprR,hprR,cyoB,-,W 
HprR,hprR,cyoC,-,W 
HprR,hprR,cyoD,-,W 
HprR,hprR,cyoE,-,W 
HprR,hprR,cusA,+,S 
HprR,hprR,cusS,+,S 
HprR,hprR,cusR,+,S 
HprR,hprR,cusC,+,S 
HprR,hprR,cusF,+,S 
HprR,hprR,cusB,+,S 
HprR,hprR,hiuH,+,C 
HprR,hprR,msrP,+,C 
HprR,hprR,msrQ,+,C 
MarA,marA,aldA,+,W 
MarA,marA,dapD,+,W 
MarA,marA,fumC,+,S 
MarA,marA,lacA,-,C 
MarA,marA,lacY,-,C 
MarA,marA,lacZ,-,C 
MarA,marA,map,+,W 
MarA,marA,fpr,+,S 
MarA,marA,nfo,+,W 
MarA,marA,poxB,+,W 
MarA,marA,purA,-,C 
MarA,marA,putA,+,W 
MarA,marA,rimK,+,S 
MarA,marA,sodA,+,S 
MarA,marA,tolC,+,W 
MarA,marA,xseA,+,S 
MarA,marA,ygiB,+,W 
MarA,marA,ygiC,+,W 
MarA,marA,zwf,+,S 
MarA,marA,nfsA,+,S 
MarA,marA,acnA,+,S 
MarA,marA,rob,-,C 
MarA,marA,hdeA,-,S 
MarA,marA,hdeB,-,S 
MarA,marA,yhiD,-,S 
MarA,marA,glnD,+,W 
MarA,marA,inaA,+,S 
MarA,marA,waaY,+,W 
MarA,marA,waaZ,+,W 
MarA,marA,marA,+,C 
MarA,marA,marR,+,C 
MarA,marA,marB,+,C 
MarA,marA,acrA,+,S 
MarA,marA,acrB,+,S 
MarA,marA,dctR,-,W 
MarA,marA,slp,-,W 
MarA,marA,mdaB,+,W 
MarA,marA,mlaD,+,S 
MarA,marA,mlaE,+,S 
MarA,marA,mlaF,+,S 
MarA,marA,ybjC,+,S 
MarA,marA,micF,+,S 
MarA,marA,nfsB,+,S 
MarA,marA,decR,+,W 
MarA,marA,acrZ,+,W 
MarA,marA,ybjN,+,S 
MarA,marA,pqiA,+,S 
MarA,marA,pqiB,+,S 
MarA,marA,pqiC,+,S 
MarA,marA,ycgZ,+,C 
MarA,marA,ymgA,+,C 
MarA,marA,ariR,+,C 
MarA,marA,ymgC,+,C 
MarA,marA,yncE,+,W 
MarA,marA,yhbW,+,W 
MarA,marA,mlaB,+,S 
MarA,marA,mlaC,+,S 
ZraR,zraR,zraS,+,C 
ZraR,zraR,acrE,+,S 
ZraR,zraR,glnA,+,S 
ZraR,zraR,glnH,+,S 
ZraR,zraR,zraR,+,C 
ZraR,zraR,pnp,+,W 
ZraR,zraR,rfaD,+,S 
ZraR,zraR,rpoH,+,S 
ZraR,zraR,sspA,+,S 
ZraR,zraR,tnaA,+,W 
ZraR,zraR,tnaB,+,W 
ZraR,zraR,raiA,+,S 
ZraR,zraR,fliA,+,S 
ZraR,zraR,mdtL,+,W 
ZraR,zraR,zraP,+,C 
ZraR,zraR,cspB,+,S 
ZraR,zraR,gadW,+,S 
ZraR,zraR,exuR,+,S 
ZraR,zraR,yhdW,+,S 
ZraR,zraR,ssrA,+,S 
ZraR,zraR,rmf,-,S 
ZraR,zraR,yrdD,+,S 
ZraR,zraR,yhhY,+,S 
ZraR,zraR,cpxP,+,S 
ZraR,zraR,yjjY,+,S 
ArgP,argP,asd,+,S 
ArgP,argP,dapB,+,C 
ArgP,argP,dapD,+,S 
ArgP,argP,dnaA,+,S 
ArgP,argP,dnaN,+,S 
ArgP,argP,gdhA,+,C 
ArgP,argP,argP,-,W 
ArgP,argP,lysA,+,S 
ArgP,argP,lysC,+,S 
ArgP,argP,nrdA,+,S 
ArgP,argP,nrdB,+,S 
ArgP,argP,recF,+,S 
ArgP,argP,argO,+,C 
ArgP,argP,lysP,+,C 
ArgP,argP,yfaE,+,S 
GadE,gadE,cyoA,+,W 
GadE,gadE,cyoB,+,W 
GadE,gadE,cyoC,+,W 
GadE,gadE,cyoD,+,W 
GadE,gadE,cyoE,+,W 
GadE,gadE,lpxD,+,W 
GadE,gadE,fliC,+,W 
GadE,gadE,gltB,+,C 
GadE,gadE,gltD,+,C 
GadE,gadE,gnd,+,W 
GadE,gadE,skp,+,W 
GadE,gadE,lpxA,+,W 
GadE,gadE,lrp,+,W 
GadE,gadE,purA,+,W 
GadE,gadE,rcsA,+,S 
GadE,gadE,fabZ,+,W 
GadE,gadE,hdeA,+,C 
GadE,gadE,hdeB,+,C 
GadE,gadE,yhiD,+,S 
GadE,gadE,gadB,+,C 
GadE,gadE,hdeD,+,C 
GadE,gadE,gltF,+,C 
GadE,gadE,gadE,+,S 
GadE,gadE,yjbQ,+,S 
GadE,gadE,yjbR,+,S 
GadE,gadE,yhiM,+,S 
GadE,gadE,mdtE,+,S 
GadE,gadE,mdtF,+,S 
GadE,gadE,gadW,+,S 
GadE,gadE,gadX,+,S 
GadE,gadE,gadF,+,W 
GadE,gadE,gndA,+,W 
GadE,gadE,gadC,+,C 
GadE,gadE,fliX,+,W 
TyrR,tyrR,aroF,-,S 
TyrR,tyrR,aroG,-,C 
TyrR,tyrR,aroL,-,C 
TyrR,tyrR,aroM,-,C 
TyrR,tyrR,aroP,-,C 
TyrR,tyrR,folA,+,C 
TyrR,tyrR,mtr,+,C 
TyrR,tyrR,tyrA,-,S 
TyrR,tyrR,tyrB,-,C 
TyrR,tyrR,tyrP,-+,C 
TyrR,tyrR,tyrR,-,W 
TyrR,tyrR,yaiA,-,C 
CecR,cecR,rhlE,+,C 
CecR,cecR,cecR,-,C 
CecR,cecR,ybhR,-,C 
CecR,cecR,ybhS,-,C 
CecR,cecR,ybhF,-,C 
CecR,cecR,ybhG,-,C 
GlaR,glaR,apt,-,S 
GlaR,glaR,aroB,-,S 
GlaR,glaR,aroP,-,S 
GlaR,glaR,cadC,+,S 
GlaR,glaR,cysN,+,S 
GlaR,glaR,cysS,-,S 
GlaR,glaR,fhuE,-,S 
GlaR,glaR,gabT,-,C 
GlaR,glaR,gdhA,-,S 
GlaR,glaR,zraR,-,S 
GlaR,glaR,kdsA,+,S 
GlaR,glaR,mglA,-,S 
GlaR,glaR,mrdA,-,S 
GlaR,glaR,murD,+,S 
GlaR,glaR,nlpA,-,S 
GlaR,glaR,pdxA,-,S 
GlaR,glaR,ppiB,+,S 
GlaR,glaR,priC,+,S 
GlaR,glaR,rhsD,-,S 
GlaR,glaR,rpsF,+,S 
GlaR,glaR,tar,-,S 
GlaR,glaR,pdhR,+,S 
GlaR,glaR,ttdA,-,S 
GlaR,glaR,yidB,+,S 
GlaR,glaR,gabD,-,C 
GlaR,glaR,gabP,-,C 
GlaR,glaR,ppx,-,S 
GlaR,glaR,inaA,-,S 
GlaR,glaR,yigG,+,S 
GlaR,glaR,gltF,+,S 
GlaR,glaR,smg,+,S 
GlaR,glaR,baeS,-,S 
GlaR,glaR,phoH,-,S 
GlaR,glaR,chaA,-,S 
GlaR,glaR,gcvA,-,S 
GlaR,glaR,rpiB,+,S 
GlaR,glaR,yihD,+,S 
GlaR,glaR,yihM,-,S 
GlaR,glaR,kdgT,-,S 
GlaR,glaR,tehA,-,S 
GlaR,glaR,dctR,+,S 
GlaR,glaR,htrE,+,S 
GlaR,glaR,yehD,+,S 
GlaR,glaR,yehE,-,? 
GlaR,glaR,yehS,+,S 
GlaR,glaR,rssB,-,S 
GlaR,glaR,idnK,-,S 
GlaR,glaR,hinT,+,S 
GlaR,glaR,gadW,-,S 
GlaR,glaR,gadX,+,S 
GlaR,glaR,yadN,+,S 
GlaR,glaR,lhgD,-,S 
GlaR,glaR,chaB,-,S 
GlaR,glaR,chaC,-,S 
GlaR,glaR,rfbB,+,S 
GlaR,glaR,prmC,-,S 
GlaR,glaR,yfjD,-,S 
GlaR,glaR,yfiL,-,S 
GlaR,glaR,sgcC,-,S 
GlaR,glaR,ttdR,-,S 
GlaR,glaR,ygjI,+,S 
GlaR,glaR,ybaN,-,S 
GlaR,glaR,dgcN,-,S 
GlaR,glaR,yjdP,-,S 
GlaR,glaR,dinQ,-,S 
GlaR,glaR,ldcC,-,S 
GlaR,glaR,elfC,-,S 
GlaR,glaR,ycbU,-,S 
GlaR,glaR,ycbV,-,S 
GlaR,glaR,csgI,-,S 
GlaR,glaR,yccU,-,S 
