,gene_id,gene_name,gene_ontology
13482,b3974,coaA,pantothenate kinase activity
13483,b3974,coaA,pantothenate kinase activity
13484,b3974,coaA,pantothenate kinase activity
13485,b3974,coaA,pantothenate kinase activity
13486,b3974,coaA,pantothenate kinase activity
13487,b3974,coaA,ATP binding
13488,b3974,coaA,ATP binding
13489,b3974,coaA,ATP binding
13490,b3974,coaA,kinase activity
13491,b3974,coaA,protein homodimerization activity
13492,b3974,coaA,pantetheine kinase activity
13493,b3974,coaA,coenzyme A biosynthetic process
13494,b3974,coaA,coenzyme A biosynthetic process
13495,b3974,coaA,coenzyme A biosynthetic process
13496,b3974,coaA,coenzyme A biosynthetic process
13497,b3974,coaA,cytoplasm
13498,b3974,coaA,cytoplasm
13499,b3974,coaA,cytoplasm
13500,b3974,coaA,coenzyme A biosynthetic process
13501,b3974,coaA,pantothenate kinase activity
13502,b3974,coaA,cytoplasm
13503,b0910,cmk,response to X-ray
13504,b0910,cmk,(d)CMP kinase activity
13505,b0910,cmk,(d)CMP kinase activity
13506,b0910,cmk,(d)CMP kinase activity
13507,b0910,cmk,(d)CMP kinase activity
13508,b0910,cmk,ATP binding
13509,b0910,cmk,ATP binding
13510,b0910,cmk,ATP binding
13511,b0910,cmk,kinase activity
13512,b0910,cmk,CMP kinase activity
13513,b0910,cmk,dCMP kinase activity
13514,b0910,cmk,guanosine tetraphosphate binding
13515,b0910,cmk,nucleobase-containing compound metabolic process
13516,b0910,cmk,pyrimidine nucleotide metabolic process
13517,b0910,cmk,biosynthetic process
13518,b0910,cmk,nucleobase-containing small molecule interconversion
13519,b0910,cmk,small molecule metabolic process
13520,b0910,cmk,nucleoside monophosphate phosphorylation
13521,b0910,cmk,nucleoside monophosphate phosphorylation
13522,b0910,cmk,nucleoside monophosphate phosphorylation
13523,b0910,cmk,cytoplasm
13524,b0910,cmk,cytoplasm
13525,b0910,cmk,cytoplasm
13526,b0910,cmk,cytosol
13527,b0910,cmk,cytosol
13528,b0910,cmk,nucleobase-containing small molecule interconversion
13529,b0910,cmk,cytosol
13530,b0910,cmk,(d)CMP kinase activity
13531,b0220,ivy,chaperone-mediated protein folding
13532,b0220,ivy,protein homodimerization activity
13533,b0220,ivy,lysozyme inhibitor activity
13534,b0220,ivy,outer membrane-bounded periplasmic space
13535,b0220,ivy,outer membrane-bounded periplasmic space
13536,b0220,ivy,outer membrane-bounded periplasmic space
13537,b0220,ivy,periplasmic space
13538,b0220,ivy,periplasmic space
13539,b0220,ivy,periplasmic space
13540,b3187,ispB,ubiquinone biosynthetic process
13541,b3187,ispB,polyprenol biosynthetic process
13542,b3187,ispB,prenyltransferase activity
13543,b3187,ispB,prenyltransferase activity
13544,b3187,ispB,protein binding
13545,b3187,ispB,protein binding
13546,b3187,ispB,transferase activity
13547,b3187,ispB,identical protein binding
13548,b3187,ispB,protein homodimerization activity
13549,b3187,ispB,metal ion binding
13550,b3187,ispB,octaprenyl pyrophosphate synthase activity
13551,b3187,ispB,octaprenyl pyrophosphate synthase activity
13552,b3187,ispB,isoprenoid biosynthetic process
13553,b3187,ispB,isoprenoid biosynthetic process
13554,b3187,ispB,cytosol
13555,b3187,ispB,prenyltransferase activity
13556,b3187,ispB,isoprenoid biosynthetic process
13557,b1618,uidR,DNA-templated transcription
13558,b1618,uidR,DNA-templated transcription
13559,b1618,uidR,DNA-templated transcription
13560,b1618,uidR,DNA-templated transcription
13561,b1618,uidR,DNA-templated transcription
13562,b1618,uidR,DNA-templated transcription
13563,b1618,uidR,negative regulation of DNA-templated transcription
13564,b1618,uidR,DNA binding
13565,b1618,uidR,DNA binding
13566,b1618,uidR,regulation of DNA-templated transcription
13567,b1618,uidR,transcription cis-regulatory region binding
13568,b1618,uidR,DNA-binding transcription factor activity
13569,b2950,yggR,protein binding
13570,b2950,yggR,protein binding
13571,b2950,yggR,ATP binding
13572,b2950,yggR,ATP binding
13573,b2950,yggR,ATP hydrolysis activity
13574,b2950,yggR,cytosol
13575,b2950,yggR,cytosol
13576,b2950,yggR,ATP hydrolysis activity
13577,b3264,envR,response to xenobiotic stimulus
13578,b3264,envR,negative regulation of DNA-templated transcription
13579,b3264,envR,DNA binding
13580,b3264,envR,DNA binding
13581,b3264,envR,DNA-binding transcription factor activity
13582,b4455,hokA,plasma membrane
13583,b4455,hokA,plasma membrane
13584,b4455,hokA,plasma membrane
13585,b4455,hokA,membrane
13586,b1249,clsA,protein binding
13587,b1249,clsA,cardiolipin synthase activity
13588,b1249,clsA,cardiolipin synthase activity
13589,b1249,clsA,cardiolipin synthase activity
13590,b1249,clsA,cardiolipin synthase activity
13591,b1249,clsA,transferase activity
13592,b1249,clsA,"phosphotransferase activity, for other substituted phosphate groups"
13593,b1249,clsA,phosphatidyltransferase activity
13594,b1249,clsA,phospholipid biosynthetic process
13595,b1249,clsA,phospholipid biosynthetic process
13596,b1249,clsA,cardiolipin biosynthetic process
13597,b1249,clsA,cardiolipin biosynthetic process
13598,b1249,clsA,cardiolipin biosynthetic process
13599,b1249,clsA,cardiolipin biosynthetic process
13600,b1249,clsA,plasma membrane
13601,b1249,clsA,plasma membrane
13602,b1249,clsA,plasma membrane
13603,b1249,clsA,membrane
13604,b1249,clsA,cell pole
13605,b1249,clsA,cardiolipin synthase activity
13606,b1249,clsA,membrane
13607,b1249,clsA,cardiolipin biosynthetic process
13608,b3931,hslU,response to heat
13609,b3931,hslU,protein unfolding
13610,b3931,hslU,ATP-dependent peptidase activity
13611,b3931,hslU,magnesium ion binding
13612,b3931,hslU,protein binding
13613,b3931,hslU,protein binding
13614,b3931,hslU,protein binding
13615,b3931,hslU,protein binding
13616,b3931,hslU,protein binding
13617,b3931,hslU,protein binding
13618,b3931,hslU,protein binding
13619,b3931,hslU,protein binding
13620,b3931,hslU,protein binding
13621,b3931,hslU,ATP binding
13622,b3931,hslU,ATP binding
13623,b3931,hslU,ATP binding
13624,b3931,hslU,ATP binding
13625,b3931,hslU,ATP binding
13626,b3931,hslU,ATP binding
13627,b3931,hslU,peptidase activity
13628,b3931,hslU,ATP hydrolysis activity
13629,b3931,hslU,ATP hydrolysis activity
13630,b3931,hslU,protein domain specific binding
13631,b3931,hslU,proteasome-activating activity
13632,b3931,hslU,identical protein binding
13633,b3931,hslU,identical protein binding
13634,b3931,hslU,identical protein binding
13635,b3931,hslU,identical protein binding
13636,b3931,hslU,proteolysis
13637,b3931,hslU,protein denaturation
13638,b3931,hslU,cellular response to heat
13639,b3931,hslU,protein unfolding
13640,b3931,hslU,positive regulation of proteasomal protein catabolic process
13641,b3931,hslU,cytoplasm
13642,b3931,hslU,cytoplasm
13643,b3931,hslU,cytoplasm
13644,b3931,hslU,cytosol
13645,b3931,hslU,cytosol
13646,b3931,hslU,membrane
13647,b3931,hslU,HslUV protease complex
13648,b3931,hslU,HslUV protease complex
13649,b3931,hslU,HslUV protease complex
13650,b3931,hslU,HslUV protease complex
13651,b3931,hslU,HslUV protease complex
13652,b3931,hslU,HslUV protease complex
13653,b3931,hslU,ATP hydrolysis activity
13654,b3931,hslU,proteolysis involved in protein catabolic process
13655,b3931,hslU,ATP binding
13656,b3931,hslU,HslUV protease complex
13657,b0438,clpX,protease binding
13658,b0438,clpX,ATP-dependent peptidase activity
13659,b0438,clpX,ATP-dependent peptidase activity
13660,b0438,clpX,ATP-dependent peptidase activity
13661,b0438,clpX,protein binding
13662,b0438,clpX,protein binding
13663,b0438,clpX,protein binding
13664,b0438,clpX,protein binding
13665,b0438,clpX,protein binding
13666,b0438,clpX,ATP binding
13667,b0438,clpX,ATP binding
13668,b0438,clpX,ATP binding
13669,b0438,clpX,ATP binding
13670,b0438,clpX,ATP binding
13671,b0438,clpX,zinc ion binding
13672,b0438,clpX,ATP hydrolysis activity
13673,b0438,clpX,ATP hydrolysis activity
13674,b0438,clpX,identical protein binding
13675,b0438,clpX,identical protein binding
13676,b0438,clpX,identical protein binding
13677,b0438,clpX,identical protein binding
13678,b0438,clpX,metal ion binding
13679,b0438,clpX,protein dimerization activity
13680,b0438,clpX,unfolded protein binding
13681,b0438,clpX,unfolded protein binding
13682,b0438,clpX,disordered domain specific binding
13683,b0438,clpX,ATP-dependent protein folding chaperone
13684,b0438,clpX,protein folding
13685,b0438,clpX,protein folding
13686,b0438,clpX,protein denaturation
13687,b0438,clpX,protein unfolding
13688,b0438,clpX,cell division
13689,b0438,clpX,cytosol
13690,b0438,clpX,cytosol
13691,b0438,clpX,endopeptidase Clp complex
13692,b0438,clpX,HslUV protease complex
13693,b0438,clpX,ATP binding
13694,b0438,clpX,HslUV protease complex
13695,b0438,clpX,cell division
13696,b0438,clpX,proteolysis involved in protein catabolic process
13697,b0438,clpX,ATP hydrolysis activity
13698,b4199,yjfY,periplasmic space
13699,b4199,yjfY,periplasmic space
13700,b4709,insA9,DNA recombination
13701,b4709,insA9,DNA transposition
13702,b4709,insA9,transposition
13703,b4709,insA9,DNA transposition
13704,b0938,elfA,cell adhesion involved in single-species biofilm formation
13705,b0938,elfA,cell adhesion
13706,b0938,elfA,pilus
13707,b0938,elfA,pilus
13708,b0938,elfA,pilus
13709,b0938,elfA,pilus
13710,b0938,elfA,cell adhesion involved in single-species biofilm formation
13711,b0938,elfA,pilus
13712,b2597,raiA,response to cold
13713,b2597,raiA,protein binding
13714,b2597,raiA,rRNA binding
13715,b2597,raiA,ribosomal small subunit binding
13716,b2597,raiA,regulation of translation
13717,b2597,raiA,dormancy process
13718,b2597,raiA,negative regulation of translational elongation
13719,b2597,raiA,negative regulation of translational initiation
13720,b2597,raiA,cytosol
13721,b2597,raiA,cytosol
13722,b2597,raiA,cytosolic small ribosomal subunit
13723,b2597,raiA,cytosolic small ribosomal subunit
13724,b2597,raiA,ribosomal small subunit binding
13725,b2597,raiA,negative regulation of translational elongation
13726,b2597,raiA,cytosolic small ribosomal subunit
13727,b2543,yphA,plasma membrane
13728,b2543,yphA,plasma membrane
13729,b2543,yphA,plasma membrane
13730,b2543,yphA,plasma membrane
13731,b2919,scpB,catalytic activity
13732,b2919,scpB,catalytic activity
13733,b2919,scpB,methyl/ethyl malonyl-CoA decarboxylase activity
13734,b2919,scpB,methyl/ethyl malonyl-CoA decarboxylase activity
13735,b2919,scpB,lyase activity
13736,b2919,scpB,carboxy-lyase activity
13737,b2919,scpB,cytosol
13738,b2919,scpB,fatty acid beta-oxidation
13739,b3292,zntR,positive regulation of DNA-templated transcription
13740,b3292,zntR,positive regulation of DNA-templated transcription
13741,b3292,zntR,cis-regulatory region sequence-specific DNA binding
13742,b3292,zntR,DNA-binding transcription activator activity
13743,b3292,zntR,DNA binding
13744,b3292,zntR,DNA binding
13745,b3292,zntR,DNA-binding transcription factor activity
13746,b3292,zntR,DNA-binding transcription factor activity
13747,b3292,zntR,DNA-binding transcription factor activity
13748,b3292,zntR,protein binding
13749,b3292,zntR,zinc ion binding
13750,b3292,zntR,zinc ion binding
13751,b3292,zntR,metal ion binding
13752,b3292,zntR,DNA-templated transcription
13753,b3292,zntR,regulation of DNA-templated transcription
13754,b3292,zntR,DNA-binding transcription factor activity
13755,b3292,zntR,positive regulation of DNA-templated transcription
13760,b4063,soxR,response to oxidative stress
13761,b4063,soxR,DNA binding
13762,b4063,soxR,DNA binding
13763,b4063,soxR,DNA-binding transcription factor activity
13764,b4063,soxR,metal ion binding
13765,b4063,soxR,"2 iron, 2 sulfur cluster binding"
13766,b4063,soxR,"2 iron, 2 sulfur cluster binding"
13767,b4063,soxR,"2 iron, 2 sulfur cluster binding"
13768,b4063,soxR,regulation of DNA-templated transcription
13769,b4063,soxR,response to oxidative stress
13770,b4063,soxR,cytoplasm
13771,b4063,soxR,regulation of DNA-templated transcription
13772,b4063,soxR,DNA-binding transcription factor activity
13773,b0437,clpP,protein quality control for misfolded or incompletely synthesized proteins
13774,b0437,clpP,response to temperature stimulus
13775,b0437,clpP,response to radiation
13776,b0437,clpP,response to heat
13777,b0437,clpP,ATP-dependent peptidase activity
13778,b0437,clpP,ATP-dependent peptidase activity
13779,b0437,clpP,ATP-dependent peptidase activity
13780,b0437,clpP,serine-type endopeptidase activity
13781,b0437,clpP,serine-type endopeptidase activity
13782,b0437,clpP,serine-type endopeptidase activity
13783,b0437,clpP,protein binding
13784,b0437,clpP,protein binding
13785,b0437,clpP,protein binding
13786,b0437,clpP,protein binding
13787,b0437,clpP,protein binding
13788,b0437,clpP,protein binding
13789,b0437,clpP,protein binding
13790,b0437,clpP,protein binding
13791,b0437,clpP,protein binding
13792,b0437,clpP,protein binding
13793,b0437,clpP,serine-type peptidase activity
13794,b0437,clpP,serine-type peptidase activity
13795,b0437,clpP,identical protein binding
13796,b0437,clpP,identical protein binding
13797,b0437,clpP,identical protein binding
13798,b0437,clpP,identical protein binding
13799,b0437,clpP,identical protein binding
13800,b0437,clpP,identical protein binding
13801,b0437,clpP,ATPase binding
13802,b0437,clpP,proteolysis
13803,b0437,clpP,proteolysis
13804,b0437,clpP,proteolysis
13805,b0437,clpP,proteolysis
13806,b0437,clpP,protein quality control for misfolded or incompletely synthesized proteins
13807,b0437,clpP,protein quality control for misfolded or incompletely synthesized proteins
13808,b0437,clpP,proteasomal protein catabolic process
13809,b0437,clpP,positive regulation of programmed cell death
13810,b0437,clpP,cytoplasm
13811,b0437,clpP,cytoplasm
13812,b0437,clpP,cytoplasm
13813,b0437,clpP,cytosol
13814,b0437,clpP,membrane
13815,b0437,clpP,endopeptidase Clp complex
13816,b0437,clpP,endopeptidase Clp complex
13817,b0437,clpP,endopeptidase Clp complex
13818,b0437,clpP,HslUV protease complex
13819,b0437,clpP,protein quality control for misfolded or incompletely synthesized proteins
13820,b0437,clpP,ATP-dependent peptidase activity
13821,b0437,clpP,serine-type endopeptidase activity
13822,b0437,clpP,endopeptidase Clp complex
13823,b0437,clpP,ATPase binding
13824,b0614,citX,nucleotidyltransferase activity
13825,b0614,citX,holo-citrate lyase synthase activity
13826,b0614,citX,holo-citrate lyase synthase activity
13827,b0614,citX,holo-citrate lyase synthase activity
13828,b0614,citX,holo-citrate lyase synthase activity
13829,b0614,citX,holo-citrate lyase synthase activity
13830,b0614,citX,prosthetic group biosynthetic process
13831,b2286,nuoC,NADH dehydrogenase activity
13832,b2286,nuoC,NADH dehydrogenase (ubiquinone) activity
13833,b2286,nuoC,NADH dehydrogenase (ubiquinone) activity
13834,b2286,nuoC,catalytic activity
13835,b2286,nuoC,protein binding
13836,b2286,nuoC,protein binding
13837,b2286,nuoC,protein binding
13838,b2286,nuoC,NADH dehydrogenase (ubiquinone) activity
13839,b2286,nuoC,quinone binding
13840,b2286,nuoC,quinone binding
13841,b2286,nuoC,NADH:ubiquinone reductase (non-electrogenic) activity
13842,b2286,nuoC,NADH:ubiquinone reductase (non-electrogenic) activity
13843,b2286,nuoC,NAD binding
13844,b2286,nuoC,respiratory electron transport chain
13845,b2286,nuoC,proton transmembrane transport
13846,b2286,nuoC,cytoplasm
13847,b2286,nuoC,cytoplasm
13848,b2286,nuoC,plasma membrane
13849,b2286,nuoC,plasma membrane
13850,b2286,nuoC,plasma membrane
13851,b2286,nuoC,plasma membrane
13852,b2286,nuoC,membrane
13853,b2286,nuoC,membrane
13854,b2286,nuoC,NADH dehydrogenase complex
13855,b2286,nuoC,NADH dehydrogenase complex
13856,b2286,nuoC,respiratory chain complex I
13857,b2286,nuoC,respiratory chain complex I
13858,b2286,nuoC,respiratory chain complex I
13859,b2286,nuoC,plasma membrane
13860,b2700,pncC,hydrolase activity
13861,b2700,pncC,nicotinamide-nucleotide amidase activity
13862,b2700,pncC,nicotinamide-nucleotide amidase activity
13863,b2700,pncC,nicotinamide-nucleotide amidase activity
13864,b2700,pncC,pyridine nucleotide biosynthetic process
13865,b2698,recX,DNA damage response
13866,b2698,recX,SOS response
13867,b2698,recX,protein binding
13868,b2698,recX,protein binding
13869,b2698,recX,enzyme binding
13870,b2698,recX,DNA repair
13871,b2698,recX,regulation of DNA repair
13872,b2698,recX,regulation of DNA repair
13873,b2698,recX,SOS response
13874,b2698,recX,cytoplasm
13875,b2698,recX,cytoplasm
13876,b2698,recX,cytoplasm
13877,b0069,sgrR,negative regulation of DNA-templated transcription
13878,b0069,sgrR,positive regulation of DNA-templated transcription
13879,b0069,sgrR,transcription cis-regulatory region binding
13880,b0069,sgrR,DNA binding
13881,b0069,sgrR,negative regulation of DNA-templated transcription
13882,b0069,sgrR,positive regulation of DNA-templated transcription
13883,b0069,sgrR,transmembrane transport
13884,b0069,sgrR,peptide transport
13885,b0069,sgrR,peptide transmembrane transporter activity
13886,b3480,nikE,DNA damage response
13887,b3480,nikE,ATP binding
13888,b3480,nikE,ATP binding
13889,b3480,nikE,ATP binding
13890,b3480,nikE,ATP binding
13891,b3480,nikE,ABC-type nickel transporter activity
13892,b3480,nikE,ABC-type nickel transporter activity
13893,b3480,nikE,ABC-type nickel transporter activity
13894,b3480,nikE,nickel cation binding
13895,b3480,nikE,ATP hydrolysis activity
13896,b3480,nikE,nickel cation transport
13897,b3480,nikE,nickel cation transport
13898,b3480,nikE,transmembrane transport
13899,b3480,nikE,nickel cation import across plasma membrane
13900,b3480,nikE,nickel cation import across plasma membrane
13901,b3480,nikE,plasma membrane
13902,b3480,nikE,plasma membrane
13903,b3480,nikE,plasma membrane
13904,b3480,nikE,membrane
13905,b3480,nikE,"ATP-binding cassette (ABC) transporter complex, substrate-binding subunit-containing"
13906,b3479,nikD,ATP binding
13907,b3479,nikD,ATP binding
13908,b3479,nikD,ATP binding
13909,b3479,nikD,ATP binding
13910,b3479,nikD,ABC-type nickel transporter activity
13911,b3479,nikD,ABC-type nickel transporter activity
13912,b3479,nikD,ABC-type nickel transporter activity
13913,b3479,nikD,nickel cation binding
13914,b3479,nikD,ATP hydrolysis activity
13915,b3479,nikD,nickel cation transport
13916,b3479,nikD,nickel cation transport
13917,b3479,nikD,nickel cation import across plasma membrane
13918,b3479,nikD,nickel cation import across plasma membrane
13919,b3479,nikD,plasma membrane
13920,b3479,nikD,plasma membrane
13921,b3479,nikD,plasma membrane
13922,b3479,nikD,membrane
13923,b3479,nikD,"ATP-binding cassette (ABC) transporter complex, substrate-binding subunit-containing"
13924,b3479,nikD,plasma membrane
13925,b3479,nikD,oligopeptide transmembrane transport
13926,b3479,nikD,transmembrane transporter activity
13927,b3477,nikB,nickel cation transmembrane transporter activity
13928,b3477,nikB,nickel cation transmembrane transporter activity
13929,b3477,nikB,nickel cation binding
13930,b3477,nikB,nickel cation transport
13931,b3477,nikB,dipeptide transmembrane transport
13932,b3477,nikB,nickel cation transmembrane transport
13933,b3477,nikB,nickel cation import across plasma membrane
13934,b3477,nikB,nickel cation import across plasma membrane
13935,b3477,nikB,plasma membrane
13936,b3477,nikB,plasma membrane
13937,b3477,nikB,plasma membrane
13938,b3477,nikB,plasma membrane
13939,b3477,nikB,plasma membrane
13940,b3477,nikB,membrane
13941,b3477,nikB,membrane
13942,b3477,nikB,"ATP-binding cassette (ABC) transporter complex, substrate-binding subunit-containing"
13943,b3477,nikB,dipeptide transmembrane transporter activity
13944,b3476,nikA,protein binding
13945,b3476,nikA,nickel cation binding
13946,b3476,nikA,nickel cation binding
13947,b3476,nikA,heme binding
13948,b3476,nikA,heme binding
13949,b3476,nikA,transition metal ion binding
13950,b3476,nikA,metal cluster binding
13951,b3476,nikA,nickel cation transport
13952,b3476,nikA,nickel cation transport
13953,b3476,nikA,negative chemotaxis
13954,b3476,nikA,transmembrane transport
13955,b3476,nikA,nickel cation import across plasma membrane
13956,b3476,nikA,outer membrane-bounded periplasmic space
13957,b3476,nikA,outer membrane-bounded periplasmic space
13958,b3476,nikA,outer membrane-bounded periplasmic space
13959,b3476,nikA,periplasmic space
13960,b3476,nikA,periplasmic space
13961,b3476,nikA,periplasmic space
13962,b3476,nikA,membrane
13963,b3476,nikA,ATP-binding cassette (ABC) transporter complex
13964,b3476,nikA,"ATP-binding cassette (ABC) transporter complex, substrate-binding subunit-containing"
13965,b3476,nikA,peptide transport
13966,b3476,nikA,outer membrane-bounded periplasmic space
13967,b3476,nikA,peptide transmembrane transporter activity
13968,b2684,mprA,DNA-templated transcription
13969,b2684,mprA,DNA-templated transcription
13970,b2684,mprA,negative regulation of DNA-templated transcription
13971,b2684,mprA,response to antibiotic
13972,b2684,mprA,DNA binding
13973,b2684,mprA,DNA binding
13974,b2684,mprA,DNA-binding transcription factor activity
13975,b2684,mprA,regulation of DNA-templated transcription
13976,b2684,mprA,regulation of DNA-templated transcription
13977,b2684,mprA,cytosol
13978,b2684,mprA,regulation of DNA-templated transcription
13979,b2684,mprA,response to stress
13980,b2902,ygfF,protein binding
13981,b2902,ygfF,oxidoreductase activity
13982,b2902,ygfF,oxidoreductase activity
13983,b2902,ygfF,"oxidoreductase activity, acting on CH-OH group of donors"
13984,b2409,yfeR,DNA binding
13985,b2409,yfeR,DNA-binding transcription factor activity
13986,b2409,yfeR,regulation of DNA-templated transcription
13987,b2409,yfeR,cytosol
13988,b2409,yfeR,cytosol
13989,b2409,yfeR,sequence-specific DNA binding
13990,b2409,yfeR,regulation of DNA-templated transcription
13991,b2358,yfdO,response to oxidative stress
13992,b2157,yeiE,DNA-templated transcription
13993,b2157,yeiE,DNA binding
13994,b2157,yeiE,DNA-binding transcription factor activity
13995,b2157,yeiE,regulation of DNA-templated transcription
13996,b2157,yeiE,regulation of DNA-templated transcription
13997,b2157,yeiE,transcription cis-regulatory region binding
13998,b2343,yfcZ,cytosol
13999,b2343,yfcZ,cytosol
14005,b2327,yfcA,response to heat
14006,b2327,yfcA,plasma membrane
14007,b2327,yfcA,plasma membrane
14008,b2327,yfcA,plasma membrane
14009,b2327,yfcA,membrane
14152,b3926,glpK,glycerol metabolic process
14153,b3926,glpK,DNA damage response
14154,b3926,glpK,glycerol catabolic process
14155,b3926,glpK,glycerol kinase activity
14156,b3926,glpK,glycerol kinase activity
14157,b3926,glpK,glycerol kinase activity
14158,b3926,glpK,glycerol kinase activity
14159,b3926,glpK,glycerol kinase activity
14160,b3926,glpK,glycerol kinase activity
14161,b3926,glpK,protein binding
14162,b3926,glpK,protein binding
14163,b3926,glpK,ATP binding
14164,b3926,glpK,ATP binding
14165,b3926,glpK,zinc ion binding
14166,b3926,glpK,kinase activity
14167,b3926,glpK,kinase activity
14168,b3926,glpK,identical protein binding
14169,b3926,glpK,identical protein binding
14170,b3926,glpK,metal ion binding
14171,b3926,glpK,metal ion binding
14172,b3926,glpK,carbohydrate metabolic process
14173,b3926,glpK,glycerol metabolic process
14174,b3926,glpK,glycerol metabolic process
14175,b3926,glpK,glycerol-3-phosphate metabolic process
14176,b3926,glpK,glycerol catabolic process
14177,b3926,glpK,glycerol catabolic process
14178,b3926,glpK,cytosol
14179,b3926,glpK,cytosol
14180,b3926,glpK,cytosol
14181,b3926,glpK,cytosol
14182,b3926,glpK,cytosol
14183,b3926,glpK,glycerol kinase activity
14184,b3926,glpK,glycerol catabolic process
14185,b0032,carA,'de novo' pyrimidine nucleobase biosynthetic process
14186,b0032,carA,L-arginine biosynthetic process
14187,b0032,carA,glutamine metabolic process
14188,b0032,carA,carbamoyl-phosphate synthase (glutamine-hydrolyzing) activity
14189,b0032,carA,carbamoyl-phosphate synthase (glutamine-hydrolyzing) activity
14190,b0032,carA,carbamoyl-phosphate synthase (glutamine-hydrolyzing) activity
14191,b0032,carA,carbamoyl-phosphate synthase (glutamine-hydrolyzing) activity
14192,b0032,carA,carbamoyl-phosphate synthase (glutamine-hydrolyzing) activity
14193,b0032,carA,carbamoyl-phosphate synthase (glutamine-hydrolyzing) activity
14194,b0032,carA,carbamoyl-phosphate synthase (glutamine-hydrolyzing) activity
14195,b0032,carA,glutaminase activity
14196,b0032,carA,protein binding
14197,b0032,carA,protein binding
14198,b0032,carA,protein binding
14199,b0032,carA,protein binding
14200,b0032,carA,protein binding
14201,b0032,carA,protein binding
14202,b0032,carA,protein binding
14203,b0032,carA,protein binding
14204,b0032,carA,protein binding
14205,b0032,carA,protein binding
14206,b0032,carA,protein binding
14207,b0032,carA,ATP binding
14208,b0032,carA,ATP binding
14209,b0032,carA,ligase activity
14210,b0032,carA,protein heterodimerization activity
14211,b0032,carA,'de novo' pyrimidine nucleobase biosynthetic process
14212,b0032,carA,pyrimidine nucleotide biosynthetic process
14213,b0032,carA,L-arginine biosynthetic process
14214,b0032,carA,L-arginine biosynthetic process
14215,b0032,carA,L-arginine biosynthetic process
14216,b0032,carA,L-arginine biosynthetic process
14217,b0032,carA,L-arginine biosynthetic process
14218,b0032,carA,glutamine metabolic process
14219,b0032,carA,pyrimidine nucleobase biosynthetic process
14220,b0032,carA,'de novo' UMP biosynthetic process
14221,b0032,carA,'de novo' UMP biosynthetic process
14222,b0032,carA,cytoplasm
14223,b0032,carA,cytosol
14224,b0032,carA,cytosol
14225,b0032,carA,cytosol
14226,b0032,carA,carbamoyl-phosphate synthase complex
14227,b0032,carA,carbamoyl-phosphate synthase complex
14228,b0032,carA,L-arginine biosynthetic process
14229,b0032,carA,carbamoyl-phosphate synthase complex
14230,b0032,carA,cytoplasm
14231,b0032,carA,carbamoyl-phosphate synthase (glutamine-hydrolyzing) activity
14232,b2559,tadA,tRNA wobble adenosine to inosine editing
14233,b2559,tadA,adenosine to inosine editing
14234,b2559,tadA,tRNA-specific adenosine deaminase activity
14235,b2559,tadA,zinc ion binding
14236,b2559,tadA,zinc ion binding
14237,b2559,tadA,zinc ion binding
14238,b2559,tadA,hydrolase activity
14239,b2559,tadA,protein homodimerization activity
14240,b2559,tadA,metal ion binding
14241,b2559,tadA,tRNA-specific adenosine-34 deaminase activity
14242,b2559,tadA,tRNA-specific adenosine-34 deaminase activity
14243,b2559,tadA,tRNA-specific adenosine-34 deaminase activity
14244,b2559,tadA,tRNA-specific adenosine-34 deaminase activity
14245,b2559,tadA,tRNA wobble adenosine to inosine editing
14246,b2559,tadA,tRNA wobble adenosine to inosine editing
14247,b2559,tadA,tRNA processing
14248,b2559,tadA,tRNA wobble adenosine to inosine editing
14249,b2559,tadA,tRNA-specific adenosine-34 deaminase activity
14250,b0955,ycbZ,ATP-dependent peptidase activity
14251,b0955,ycbZ,serine-type endopeptidase activity
14252,b0955,ycbZ,ATP binding
14253,b0955,ycbZ,serine-type peptidase activity
14254,b0955,ycbZ,proteolysis
14255,b0955,ycbZ,proteolysis
14256,b0955,ycbZ,protein catabolic process
14263,b2187,yejL,cytosol
14264,b2181,yejG,protein binding
14265,b3753,rbsR,positive regulation of DNA-templated transcription
14266,b3753,rbsR,cis-regulatory region sequence-specific DNA binding
14267,b3753,rbsR,DNA-binding transcription activator activity
14268,b3753,rbsR,DNA binding
14269,b3753,rbsR,DNA binding
14270,b3753,rbsR,protein binding
14271,b3753,rbsR,regulation of DNA-templated transcription
14272,b3753,rbsR,regulation of DNA-templated transcription
14273,b3753,rbsR,regulation of DNA-templated transcription
14274,b3753,rbsR,transcription cis-regulatory region binding
14275,b3753,rbsR,DNA-binding transcription factor activity
14300,b3731,atpC,"proton-transporting ATP synthase activity, rotational mechanism"
14301,b3731,atpC,protein binding
14302,b3731,atpC,protein binding
14303,b3731,atpC,protein binding
14304,b3731,atpC,protein binding
14305,b3731,atpC,protein binding
14306,b3731,atpC,ATP binding
14307,b3731,atpC,"proton-transporting ATP synthase activity, rotational mechanism"
14308,b3731,atpC,"proton-transporting ATP synthase activity, rotational mechanism"
14309,b3731,atpC,"proton-transporting ATP synthase activity, rotational mechanism"
14310,b3731,atpC,ATP biosynthetic process
14311,b3731,atpC,proton motive force-driven ATP synthesis
14312,b3731,atpC,proton motive force-driven ATP synthesis
14313,b3731,atpC,proton motive force-driven plasma membrane ATP synthesis
14314,b3731,atpC,proton transmembrane transport
14315,b3731,atpC,plasma membrane
14316,b3731,atpC,plasma membrane
