,gene_id,gene_name,gene_ontology
697,b3493,pitA,phosphate ion transmembrane transport
698,b3493,pitA,arsenate ion transmembrane transport
699,b3493,pitA,arsenate ion transmembrane transport
700,b3493,pitA,phosphate transmembrane transporter activity
701,b3493,pitA,phosphate transmembrane transporter activity
702,b3493,pitA,zinc ion transmembrane transporter activity
703,b3493,pitA,protein binding
704,b3493,pitA,symporter activity
705,b3493,pitA,solute:proton symporter activity
706,b3493,pitA,tellurite transmembrane transporter activity
707,b3493,pitA,arsenate ion transmembrane transporter activity
708,b3493,pitA,arsenate ion transmembrane transporter activity
709,b3493,pitA,phosphate ion transport
710,b3493,pitA,phosphate ion transport
711,b3493,pitA,zinc ion transport
712,b3493,pitA,zinc ion transmembrane transport
713,b3493,pitA,proton transmembrane transport
714,b3493,pitA,plasma membrane
715,b3493,pitA,plasma membrane
716,b3493,pitA,plasma membrane
717,b3493,pitA,plasma membrane
718,b3493,pitA,plasma membrane
719,b3493,pitA,plasma membrane
720,b3493,pitA,membrane
721,b3493,pitA,phosphate ion transmembrane transport
722,b3493,pitA,phosphate transmembrane transporter activity
723,b0399,phoB,regulation of DNA-templated transcription initiation
724,b0399,phoB,phosphorelay response regulator activity
725,b0399,phoB,bacterial-type RNA polymerase holo enzyme binding
726,b0399,phoB,DNA binding
727,b0399,phoB,DNA binding
728,b0399,phoB,identical protein binding
729,b0399,phoB,identical protein binding
730,b0399,phoB,identical protein binding
731,b0399,phoB,phosphorelay signal transduction system
732,b0399,phoB,phosphorelay signal transduction system
733,b0399,phoB,regulation of DNA-templated transcription
734,b0399,phoB,phosphate ion transport
735,b0399,phoB,phosphate ion transport
736,b0399,phoB,cytoplasm
737,b0399,phoB,cytoplasm
738,b0399,phoB,cytosol
739,b0399,phoB,transcription cis-regulatory region binding
740,b0399,phoB,regulation of DNA-templated transcription
741,b0399,phoB,phosphorelay response regulator activity
742,b0399,phoB,protein-DNA complex
743,b4108,yjdM,cytosol
744,b4108,yjdM,cytosol
745,b4108,yjdM,cytosol
746,b2752,cysD,sulfur compound metabolic process
747,b2752,cysD,response to oxidative stress
748,b2752,cysD,sulfate adenylyltransferase (ATP) activity
749,b2752,cysD,sulfate adenylyltransferase (ATP) activity
750,b2752,cysD,sulfate adenylyltransferase (ATP) activity
751,b2752,cysD,sulfate adenylyltransferase (ATP) activity
752,b2752,cysD,sulfate adenylyltransferase (ATP) activity
753,b2752,cysD,protein binding
754,b2752,cysD,protein binding
755,b2752,cysD,protein binding
756,b2752,cysD,ATP binding
757,b2752,cysD,nucleotidyltransferase activity
758,b2752,cysD,sulfate assimilation
759,b2752,cysD,sulfate assimilation
760,b2752,cysD,sulfate assimilation
761,b2752,cysD,hydrogen sulfide biosynthetic process
762,b2752,cysD,hydrogen sulfide biosynthetic process
763,b2752,cysD,sulfate adenylyltransferase complex (ATP)
764,b3845,fadA,fatty acid beta-oxidation
765,b3845,fadA,fatty acid catabolic process
766,b3845,fadA,acetyl-CoA C-acyltransferase activity
767,b3845,fadA,acetyl-CoA C-acyltransferase activity
768,b3845,fadA,acetyl-CoA C-acyltransferase activity
769,b3845,fadA,acetyl-CoA C-acyltransferase activity
770,b3845,fadA,acetyl-CoA C-acyltransferase activity
771,b3845,fadA,acetyl-CoA C-acyltransferase activity
772,b3845,fadA,acetyl-CoA C-acyltransferase activity
773,b3845,fadA,protein binding
774,b3845,fadA,acyltransferase activity
775,b3845,fadA,"acyltransferase activity, transferring groups other than amino-acyl groups"
776,b3845,fadA,fatty acid metabolic process
777,b3845,fadA,fatty acid metabolic process
778,b3845,fadA,fatty acid beta-oxidation
779,b3845,fadA,fatty acid beta-oxidation
780,b3845,fadA,fatty acid beta-oxidation
781,b3845,fadA,lipid catabolic process
782,b3845,fadA,lipid catabolic process
783,b3845,fadA,small molecule metabolic process
784,b3845,fadA,cytoplasm
785,b3845,fadA,cytoplasm
786,b3845,fadA,cytoplasm
787,b3845,fadA,cytoplasm
788,b3845,fadA,cytoplasm
789,b3845,fadA,fatty acid beta-oxidation multienzyme complex
790,b3845,fadA,fatty acid beta-oxidation multienzyme complex
791,b3845,fadA,phenylacetate catabolic process
792,b3845,fadA,acetyl-CoA C-acyltransferase activity
793,b3845,fadA,fatty acid beta-oxidation
794,b3850,hemG,porphyrin-containing compound biosynthetic process
795,b3850,hemG,heme biosynthetic process
796,b3850,hemG,heme B biosynthetic process
797,b3850,hemG,cytoplasmic side of plasma membrane
798,b3850,hemG,nucleotide binding
799,b3850,hemG,oxygen-dependent protoporphyrinogen oxidase activity
800,b3850,hemG,protein binding
801,b3850,hemG,electron transfer activity
802,b3850,hemG,FMN binding
803,b3850,hemG,FMN binding
804,b3850,hemG,FMN binding
805,b3850,hemG,FMN binding
806,b3850,hemG,oxidoreductase activity
807,b3850,hemG,menaquinone-dependent protoporphyrinogen oxidase activity
808,b3850,hemG,menaquinone-dependent protoporphyrinogen oxidase activity
809,b3850,hemG,menaquinone-dependent protoporphyrinogen oxidase activity
810,b3850,hemG,porphyrin-containing compound biosynthetic process
811,b3850,hemG,protoporphyrinogen IX biosynthetic process
812,b3850,hemG,protoporphyrinogen IX biosynthetic process
813,b3850,hemG,protoporphyrinogen IX biosynthetic process
814,b3850,hemG,heme biosynthetic process
815,b3850,hemG,heme biosynthetic process
816,b3850,hemG,plasma membrane
817,b3850,hemG,plasma membrane
818,b3850,hemG,plasma membrane
819,b3850,hemG,membrane
820,b3850,hemG,menaquinone-dependent protoporphyrinogen oxidase activity
821,b3850,hemG,heme biosynthetic process
822,b3850,hemG,FMN binding
823,b1978,yeeJ,cell adhesion involved in biofilm formation
824,b1978,yeeJ,cell adhesion
825,b1978,yeeJ,cell adhesion
826,b1978,yeeJ,cell adhesion involved in single-species biofilm formation
827,b1978,yeeJ,cell outer membrane
828,b1978,yeeJ,cell outer membrane
829,b1978,yeeJ,cell outer membrane
830,b1976,mtfA,aminopeptidase activity
831,b1976,mtfA,aminopeptidase activity
832,b1976,mtfA,aminopeptidase activity
833,b1976,mtfA,protein binding
834,b1976,mtfA,protein binding
835,b1976,mtfA,metallopeptidase activity
836,b1976,mtfA,metallopeptidase activity
837,b1976,mtfA,metallopeptidase activity
838,b1976,mtfA,zinc ion binding
839,b1976,mtfA,metal ion binding
840,b1976,mtfA,proteolysis
841,b1976,mtfA,cytoplasm
842,b1976,mtfA,cytoplasm
843,b1976,mtfA,cytoplasm
844,b1976,mtfA,cytosol
845,b1976,mtfA,cytosol
846,b1976,mtfA,aminopeptidase activity
847,b1974,yodB,electron transfer activity
848,b1974,yodB,metal ion binding
849,b1974,yodB,respiratory electron transport chain
850,b1974,yodB,plasma membrane
851,b1974,yodB,plasma membrane
852,b1974,yodB,plasma membrane
853,b1974,yodB,plasma membrane
854,b1974,yodB,membrane
855,b1974,yodB,plasma membrane
856,b1974,yodB,heme binding
857,b1973,zinT,intracellular zinc ion homeostasis
858,b1973,zinT,cellular response to zinc ion starvation
859,b1973,zinT,cellular response to hydrogen peroxide
860,b1973,zinT,cellular response to cadmium ion
861,b1973,zinT,cellular response to cadmium ion
862,b1973,zinT,zinc ion binding
863,b1973,zinT,zinc ion binding
864,b1973,zinT,cadmium ion binding
865,b1973,zinT,metal ion binding
866,b1973,zinT,metal ion binding
867,b1973,zinT,cytoplasm
868,b1973,zinT,cytoplasm
869,b1973,zinT,cytosol
870,b1973,zinT,outer membrane-bounded periplasmic space
871,b1973,zinT,outer membrane-bounded periplasmic space
872,b1973,zinT,periplasmic space
873,b1973,zinT,periplasmic space
874,b1972,msrQ,protein binding
875,b1972,msrQ,electron transfer activity
876,b1972,msrQ,FMN binding
877,b1972,msrQ,FMN binding
878,b1972,msrQ,"oxidoreductase activity, acting on diphenols and related substances as donors"
879,b1972,msrQ,heme binding
880,b1972,msrQ,heme binding
881,b1972,msrQ,metal ion binding
882,b1972,msrQ,protein repair
883,b1972,msrQ,protein repair
884,b1972,msrQ,plasma membrane
885,b1972,msrQ,plasma membrane
886,b1972,msrQ,plasma membrane
887,b1972,msrQ,plasma membrane
888,b1972,msrQ,FMN binding
889,b1972,msrQ,plasma membrane
890,b1972,msrQ,"oxidoreductase activity, acting on diphenols and related substances as donors"
891,b1972,msrQ,heme binding
892,b1971,msrP,oxidoreductase activity
893,b1971,msrP,"oxidoreductase activity, acting on a sulfur group of donors"
894,b1971,msrP,"oxidoreductase activity, acting on a sulfur group of donors, quinone or similar compound as acceptor"
895,b1971,msrP,"oxidoreductase activity, acting on a sulfur group of donors, quinone or similar compound as acceptor"
896,b1971,msrP,"oxidoreductase activity, acting on a heme group of donors"
897,b1971,msrP,molybdopterin cofactor binding
898,b1971,msrP,molybdopterin cofactor binding
899,b1971,msrP,molybdopterin cofactor binding
900,b1971,msrP,metal ion binding
901,b1971,msrP,protein repair
902,b1971,msrP,protein repair
903,b1971,msrP,protein repair
904,b1971,msrP,response to hypochlorite
905,b1971,msrP,outer membrane-bounded periplasmic space
906,b1971,msrP,periplasmic space
907,b1971,msrP,periplasmic space
908,b1971,msrP,periplasmic space
913,b1969,hprR,negative regulation of DNA-templated transcription
914,b1969,hprR,negative regulation of DNA-templated transcription
915,b1969,hprR,positive regulation of DNA-templated transcription
916,b1969,hprR,positive regulation of DNA-templated transcription
917,b1969,hprR,DNA binding
918,b1969,hprR,DNA binding
919,b1969,hprR,DNA binding
920,b1969,hprR,DNA-binding transcription factor activity
921,b1969,hprR,protein binding
922,b1969,hprR,phosphorelay signal transduction system
923,b1969,hprR,phosphorelay signal transduction system
924,b1969,hprR,regulation of DNA-templated transcription
925,b1969,hprR,cytoplasm
926,b1969,hprR,cytoplasm
927,b1969,hprR,protein-DNA complex
928,b1969,hprR,cytosol
929,b1969,hprR,transcription cis-regulatory region binding
930,b1969,hprR,regulation of DNA-templated transcription
931,b1969,hprR,phosphorelay response regulator activity
932,b1638,pdxH,pyridoxamine phosphate oxidase activity
933,b1638,pdxH,pyridoxamine phosphate oxidase activity
934,b1638,pdxH,pyridoxamine phosphate oxidase activity
935,b1638,pdxH,pyridoxamine phosphate oxidase activity
936,b1638,pdxH,pyridoxamine phosphate oxidase activity
937,b1638,pdxH,FMN binding
938,b1638,pdxH,FMN binding
939,b1638,pdxH,FMN binding
940,b1638,pdxH,FMN binding
941,b1638,pdxH,oxidoreductase activity
942,b1638,pdxH,oxidoreductase activity
943,b1638,pdxH,pyridoxal phosphate binding
944,b1638,pdxH,phosphate ion binding
945,b1638,pdxH,protein homodimerization activity
946,b1638,pdxH,riboflavin binding
947,b1638,pdxH,pyridoxine biosynthetic process
948,b1638,pdxH,pyridoxine biosynthetic process
949,b1638,pdxH,'de novo' pyridoxal 5'-phosphate biosynthetic process
950,b1638,pdxH,vitamin B6 metabolic process
951,b1638,pdxH,vitamin B6 metabolic process
952,b1638,pdxH,organic hydroxy compound metabolic process
953,b1638,pdxH,cytosol
954,b1638,pdxH,protein-containing complex
955,b1638,pdxH,pyridoxal phosphate biosynthetic process
956,b1638,pdxH,pyridoxamine phosphate oxidase activity
957,b2134,pbpG,peptidoglycan metabolic process
958,b2134,pbpG,response to xenobiotic stimulus
959,b2134,pbpG,FtsZ-dependent cytokinesis
960,b2134,pbpG,FtsZ-dependent cytokinesis
961,b2134,pbpG,cell wall organization
962,b2134,pbpG,endopeptidase activity
963,b2134,pbpG,protein binding
964,b2134,pbpG,peptidase activity
965,b2134,pbpG,serine-type D-Ala-D-Ala carboxypeptidase activity
966,b2134,pbpG,hydrolase activity
967,b2134,pbpG,proteolysis
968,b2134,pbpG,regulation of cell shape
969,b2134,pbpG,peptidoglycan biosynthetic process
970,b2134,pbpG,cell wall organization
971,b2134,pbpG,periplasmic space
972,b2134,pbpG,periplasmic space
973,b3019,parC,DNA topological change
974,b3019,parC,DNA topological change
975,b3019,parC,chromosome segregation
976,b3019,parC,chromosome segregation
977,b3019,parC,sister chromatid cohesion
978,b3019,parC,plasmid partitioning
979,b3019,parC,DNA topoisomerase activity
980,b3019,parC,"DNA topoisomerase type II (double strand cut, ATP-hydrolyzing) activity"
981,b3019,parC,DNA binding
982,b3019,parC,DNA binding
983,b3019,parC,DNA binding
984,b3019,parC,DNA binding
985,b3019,parC,DNA binding
986,b3019,parC,DNA topoisomerase activity
987,b3019,parC,"DNA topoisomerase type II (double strand cut, ATP-hydrolyzing) activity"
988,b3019,parC,"DNA topoisomerase type II (double strand cut, ATP-hydrolyzing) activity"
989,b3019,parC,protein binding
990,b3019,parC,protein binding
991,b3019,parC,protein binding
992,b3019,parC,protein binding
993,b3019,parC,protein binding
994,b3019,parC,protein binding
995,b3019,parC,ATP binding
996,b3019,parC,DNA negative supercoiling activity
997,b3019,parC,DNA topological change
998,b3019,parC,DNA topological change
999,b3019,parC,chromosome segregation
1000,b3019,parC,chromosome organization
1001,b3019,parC,chromosome
1002,b3019,parC,cytoplasm
1003,b3019,parC,cytoplasm
1004,b3019,parC,cytosol
1005,b3019,parC,plasma membrane
1006,b3019,parC,plasma membrane
1007,b3019,parC,extrinsic component of plasma membrane
1008,b3019,parC,extrinsic component of plasma membrane
1009,b3019,parC,"DNA topoisomerase type II (double strand cut, ATP-hydrolyzing) complex"
1010,b3019,parC,"DNA topoisomerase type II (double strand cut, ATP-hydrolyzing) complex"
1011,b3019,parC,cytoplasm
1012,b3019,parC,ATP binding
1013,b3019,parC,DNA topological change
1014,b3019,parC,"DNA topoisomerase type II (double strand cut, ATP-hydrolyzing) activity"
1015,b3019,parC,"DNA topoisomerase type II (double strand cut, ATP-hydrolyzing) complex"
1016,b3019,parC,DNA binding
1017,b3019,parC,chromosome segregation
1018,b2373,oxc,cellular response to acidic pH
1019,b2373,oxc,nucleotide binding
1020,b2373,oxc,magnesium ion binding
1021,b2373,oxc,magnesium ion binding
1022,b2373,oxc,oxalyl-CoA decarboxylase activity
1023,b2373,oxc,oxalyl-CoA decarboxylase activity
1024,b2373,oxc,oxalyl-CoA decarboxylase activity
1025,b2373,oxc,oxalyl-CoA decarboxylase activity
1026,b2373,oxc,carboxy-lyase activity
1027,b2373,oxc,thiamine pyrophosphate binding
1028,b2373,oxc,thiamine pyrophosphate binding
1029,b2373,oxc,identical protein binding
1030,b2373,oxc,identical protein binding
1031,b2373,oxc,ADP binding
1032,b2373,oxc,metal ion binding
1033,b2373,oxc,carboxylic acid metabolic process
1034,b2373,oxc,oxalate catabolic process
1035,b2373,oxc,oxalate catabolic process
1036,b2373,oxc,oxalate catabolic process
1037,b2373,oxc,fatty acid alpha-oxidation
1038,b2373,oxc,thiamine pyrophosphate binding
1039,b2373,oxc,oxalate catabolic process
1040,b2373,oxc,oxalyl-CoA decarboxylase activity
1041,b2764,cysJ,sulfite reductase (NADPH) activity
1042,b2764,cysJ,sulfite reductase (NADPH) activity
1043,b2764,cysJ,sulfite reductase (NADPH) activity
1044,b2764,cysJ,sulfite reductase (NADPH) activity
1045,b2764,cysJ,protein binding
1046,b2764,cysJ,protein binding
1047,b2764,cysJ,FMN binding
1048,b2764,cysJ,FMN binding
1049,b2764,cysJ,oxidoreductase activity
1050,b2764,cysJ,riboflavin reductase (NADPH) activity
1051,b2764,cysJ,flavin adenine dinucleotide binding
1052,b2764,cysJ,flavin adenine dinucleotide binding
1053,b2764,cysJ,flavin adenine dinucleotide binding
1054,b2764,cysJ,NADP+ binding
1055,b2764,cysJ,sulfate assimilation
1056,b2764,cysJ,sulfate assimilation
1057,b2764,cysJ,sulfate assimilation
1058,b2764,cysJ,cysteine biosynthetic process
1059,b2764,cysJ,cysteine biosynthetic process
1060,b2764,cysJ,cysteine biosynthetic process
1061,b2764,cysJ,hydrogen sulfide biosynthetic process
1062,b2764,cysJ,hydrogen sulfide biosynthetic process
1063,b2764,cysJ,sulfite reductase complex (NADPH)
1064,b2764,cysJ,sulfite reductase complex (NADPH)
1065,b2764,cysJ,flavin adenine dinucleotide binding
1066,b2764,cysJ,oxidoreductase activity
1067,b2764,cysJ,cytosol
1068,b2764,cysJ,FMN binding
1089,b3422,rtcR,positive regulation of DNA-templated transcription
1090,b3422,rtcR,DNA binding
1091,b3422,rtcR,DNA-binding transcription factor activity
1092,b3422,rtcR,DNA-binding transcription factor activity
1093,b3422,rtcR,ATP binding
1094,b3422,rtcR,ATP binding
1095,b3422,rtcR,ATP hydrolysis activity
1096,b3422,rtcR,phosphorelay signal transduction system
1097,b3422,rtcR,regulation of DNA-templated transcription
