,imodulon,annotation,pvalue,qvalue,precision,recall,f1score,TP,target_set_size,imodulon_size,source,pathway_name,module_name
335,Fur-2,energy transducer activity,2.749812164650661e-07,0.00016333884258024927,0.10344827586206896,1.0,0.1875,3.0,9.0,29.0,GO,,
336,Fur-2,ferric-enterobactin transmembrane transporter activity,2.7249415624098815e-06,0.0012589230018333652,0.10344827586206896,0.6,0.17647058823529413,3.0,8.0,29.0,GO,,
337,Fur-2,iron ion import across plasma membrane,2.7249415624098815e-06,0.0012589230018333652,0.10344827586206896,0.6,0.17647058823529413,3.0,6.0,29.0,GO,,
338,Fur-2,siderophore transport,9.451056029682843e-06,0.003929749097142126,0.10344827586206896,0.42857142857142855,0.16666666666666663,3.0,10.0,29.0,GO,,
339,Fur-2,cobalamin transport,1.5053178945414537e-05,0.005690101641366695,0.10344827586206896,0.375,0.16216216216216217,3.0,29.0,29.0,GO,,
340,Fur-2,bacteriocin transport,2.2477480232542004e-05,0.007788446900575804,0.10344827586206896,0.3333333333333333,0.15789473684210528,3.0,12.0,29.0,GO,,
341,Fur-2,transmembrane transporter complex,0.0001558257749072077,0.04984027477416689,0.13793103448275862,0.09523809523809523,0.11267605633802817,4.0,64.0,29.0,GO,,
342,Fur-2,plasma membrane protein complex,0.00017547329833013186,0.052115569604049165,0.10344827586206896,0.17647058823529413,0.13043478260869565,3.0,22.0,29.0,GO,,
343,Fur-2,ferric-hydroxamate import into cell,0.0002607482858583074,0.06776196078742763,0.06896551724137931,0.5,0.1212121212121212,2.0,4.0,29.0,GO,,
344,Fur-2,iron coordination entity transport,0.0002607482858583074,0.06776196078742763,0.06896551724137931,0.5,0.1212121212121212,2.0,4.0,29.0,GO,,
345,Fur-2,"ATP-binding cassette (ABC) transporter complex, substrate-binding subunit-containing",0.00035475981314117994,0.08677007664947213,0.20689655172413793,0.04081632653061224,0.06818181818181818,6.0,180.0,29.0,GO,,
346,ExuR,D-glucuronate catabolic process,3.4079372059534532e-12,1.4170202902354458e-08,0.35714285714285715,0.7142857142857143,0.4761904761904762,5.0,15.0,14.0,GO,,
347,ExuR,D-galacturonate catabolic process,9.07197694234005e-12,1.8860640063124965e-08,0.35714285714285715,0.625,0.45454545454545453,5.0,15.0,14.0,GO,,
348,ExuR,glucuronate catabolic process,9.822588932209026e-06,0.01361410826004171,0.14285714285714285,1.0,0.25,2.0,2.0,14.0,GO,,
349,ExuR,"oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor",1.4803410343404462e-05,0.015388145051968938,0.2857142857142857,0.08,0.125,4.0,68.0,14.0,GO,,
350,ExuR,mannitol metabolic process,5.871660160019675e-05,0.04882872589072361,0.14285714285714285,0.5,0.22222222222222224,2.0,4.0,14.0,GO,,
351,FrmR,formaldehyde catabolic process,3.2367110345272287e-06,0.013458244481564217,0.4,0.6666666666666666,0.5,2.0,6.0,5.0,GO,,
352,ryhB,"2 iron, 2 sulfur cluster binding",1.5751969932901014e-10,6.549669098100241e-07,0.8333333333333334,0.14285714285714285,0.2439024390243902,5.0,85.0,6.0,GO,,
353,ryhB,iron-sulfur cluster assembly,9.228449520900668e-09,1.9185946553952488e-05,0.6666666666666666,0.17391304347826086,0.27586206896551724,4.0,54.0,6.0,GO,,
354,ryhB,IscS-IscU complex,1.6191080657487403e-06,0.0016830628343458155,0.3333333333333333,1.0,0.5,2.0,2.0,6.0,GO,,
355,ryhB,[2Fe-2S] cluster assembly,1.6191080657487403e-06,0.0016830628343458155,0.3333333333333333,1.0,0.5,2.0,3.0,6.0,GO,,
356,ryhB,iron-sulfur cluster transfer complex,9.702610767468857e-06,0.008068691114227101,0.3333333333333333,0.5,0.4,2.0,5.0,6.0,GO,,
357,ryhB,L-cysteine catabolic process,1.6160994459822268e-05,0.009599630709134428,0.3333333333333333,0.4,0.3636363636363636,2.0,8.0,6.0,GO,,
358,ryhB,protein maturation by iron-sulfur cluster transfer,1.6160994459822268e-05,0.009599630709134428,0.3333333333333333,0.4,0.3636363636363636,2.0,10.0,6.0,GO,,
359,ryhB,iron ion binding,4.057593688932335e-05,0.02108934319822581,0.5,0.05357142857142857,0.09677419354838708,3.0,68.0,6.0,GO,,
360,ryhB,cytosol,0.00018550785987316864,0.08570463126140392,1.0,0.005825242718446602,0.011583011583011582,6.0,1899.0,6.0,GO,,
361,FhlA,glucose catabolic process,1.5849274336982498e-14,6.590128269317322e-11,0.75,0.4,0.5217391304347827,6.0,17.0,8.0,GO,,
362,FhlA,formate dehydrogenase complex,8.578133958328238e-14,1.1889293666242937e-10,0.75,0.3157894736842105,0.44444444444444436,6.0,34.0,8.0,GO,,
363,FhlA,formate oxidation,8.578133958328238e-14,1.1889293666242937e-10,0.75,0.3157894736842105,0.44444444444444436,6.0,32.0,8.0,GO,,
364,FhlA,anaerobic electron transport chain,2.5484678427760306e-11,2.6491323225656836e-08,0.75,0.13333333333333333,0.22641509433962267,6.0,58.0,8.0,GO,,
365,FhlA,anaerobic respiration,3.3930532224812323e-10,2.8216630598153927e-07,0.75,0.08823529411764706,0.15789473684210525,6.0,117.0,8.0,GO,,
366,FhlA,"4 iron, 4 sulfur cluster binding",8.113969474652816e-07,0.0005622980845934401,0.625,0.041666666666666664,0.078125,5.0,261.0,8.0,GO,,
367,Ile-tRNA,branched-chain amino acid biosynthetic process,2.4101268876110133e-09,5.0106537993432965e-06,0.5,0.3333333333333333,0.4,4.0,29.0,8.0,GO,,
368,Ile-tRNA,isoleucine biosynthetic process,2.4101268876110133e-09,5.0106537993432965e-06,0.5,0.3333333333333333,0.4,4.0,32.0,8.0,GO,,
369,Ile-tRNA,threonine biosynthetic process,8.406518260130206e-08,0.00011651434308540465,0.375,0.5,0.42857142857142855,3.0,22.0,8.0,GO,,
370,Ile-tRNA,L-valine biosynthetic process,6.90518355562445e-07,0.0007177938306071616,0.375,0.2727272727272727,0.3157894736842105,3.0,27.0,8.0,GO,,
371,Ile-tRNA,threonine metabolic process,9.058576625159534e-06,0.0075331123214826675,0.25,0.6666666666666666,0.36363636363636365,2.0,3.0,8.0,GO,,
372,Ile-tRNA,amino acid biosynthetic process,2.923458397164635e-05,0.02025956669235092,0.375,0.08333333333333333,0.13636363636363638,3.0,37.0,8.0,GO,,
373,56,lipopolysaccharide biosynthetic process,3.906124030063041e-18,1.6241663717002123e-14,0.27419354838709675,0.265625,0.2698412698412698,17.0,119.0,62.0,GO,,
374,56,lipopolysaccharide core region biosynthetic process,7.146409524443744e-10,1.4857385401318543e-06,0.12903225806451613,0.3333333333333333,0.18604651162790697,8.0,50.0,62.0,GO,,
375,56,glycosyltransferase activity,9.628034323379207e-07,0.001334445557220358,0.12903225806451613,0.14285714285714285,0.13559322033898305,8.0,70.0,62.0,GO,,
376,56,O antigen biosynthetic process,5.5185139189000645e-05,0.05736495218696617,0.04838709677419355,0.5,0.08823529411764706,3.0,8.0,62.0,GO,,
377,TdcA,L-threonine catabolic process to propionate,6.669985728457323e-17,2.773380065892555e-13,0.6666666666666666,0.8571428571428571,0.75,6.0,9.0,9.0,GO,,
378,TdcA,L-serine ammonia-lyase activity,2.326461133798421e-05,0.04836712697166917,0.2222222222222222,0.5,0.30769230769230765,2.0,19.0,9.0,GO,,
379,TdcA,threonine catabolic process,3.873229763848542e-05,0.05368296452694079,0.2222222222222222,0.4,0.2857142857142857,2.0,10.0,9.0,GO,,
380,GalR,methylgalactoside transport,7.004193710936275e-11,2.912343745007303e-07,0.2857142857142857,1.0,0.4444444444444445,4.0,4.0,14.0,GO,,
381,GalR,galactose metabolic process,1.0467240566483644e-09,2.1761393137719494e-06,0.2857142857142857,0.6666666666666666,0.4,4.0,20.0,14.0,GO,,
382,GalR,galactose catabolic process via UDP-galactose,2.4378122159049124e-09,2.5341057984331562e-06,0.2857142857142857,0.5714285714285714,0.38095238095238093,4.0,11.0,14.0,GO,,
383,GalR,galactose transmembrane transport,2.4378122159049124e-09,2.5341057984331562e-06,0.2857142857142857,0.5714285714285714,0.38095238095238093,4.0,11.0,14.0,GO,,
384,GalR,methylgalactoside transmembrane transporter activity,2.7392764858588965e-08,2.2779823256402583e-05,0.21428571428571427,1.0,0.35294117647058826,3.0,3.0,14.0,GO,,
385,GalR,galactokinase activity,9.822588932209026e-06,0.005834617825732162,0.14285714285714285,1.0,0.25,2.0,10.0,14.0,GO,,
386,GalR,galactose transmembrane transporter activity,9.822588932209026e-06,0.005834617825732162,0.14285714285714285,1.0,0.25,2.0,2.0,14.0,GO,,
387,GalR,carbohydrate binding,4.66844592590217e-05,0.024264247699876527,0.21428571428571427,0.13043478260869565,0.16216216216216214,3.0,25.0,14.0,GO,,
388,EvgA,oxalate catabolic process,1.1333756460241182e-05,0.025321811512739295,0.13333333333333333,1.0,0.23529411764705882,2.0,6.0,15.0,GO,,
389,EvgA,response to acidic pH,1.217980351743112e-05,0.025321811512739295,0.2,0.21428571428571427,0.20689655172413796,3.0,19.0,15.0,GO,,
390,CusR,copper ion transmembrane transport,2.0498645915302335e-14,4.2616684857913554e-11,0.5,1.0,0.6666666666666666,5.0,6.0,10.0,GO,,
391,CusR,detoxification of copper ion,2.0498645915302335e-14,4.2616684857913554e-11,0.5,1.0,0.6666666666666666,5.0,7.0,10.0,GO,,
392,CusR,response to copper ion,4.0674024331463796e-14,5.637419772340882e-11,0.6,0.46153846153846156,0.5217391304347826,6.0,23.0,10.0,GO,,
393,CusR,copper ion binding,9.135947296909902e-13,9.496817215137843e-10,0.6,0.3,0.4,6.0,42.0,10.0,GO,,
394,CusR,copper ion export,1.469411268028589e-11,7.637265065578592e-09,0.4,1.0,0.5714285714285715,4.0,10.0,10.0,GO,,
395,CusR,intracellular copper ion homeostasis,1.469411268028589e-11,7.637265065578592e-09,0.4,1.0,0.5714285714285715,4.0,5.0,10.0,GO,,
396,CusR,response to silver ion,1.469411268028589e-11,7.637265065578592e-09,0.4,1.0,0.5714285714285715,4.0,14.0,10.0,GO,,
397,CusR,silver ion transmembrane transport,1.469411268028589e-11,7.637265065578592e-09,0.4,1.0,0.5714285714285715,4.0,4.0,10.0,GO,,
398,CusR,copper ion transmembrane transporter activity,9.030581821512844e-09,4.172128801538934e-06,0.3,1.0,0.4615384615384615,3.0,4.0,10.0,GO,,
399,CusR,copper ion transport,9.008552951679965e-08,3.745756317308529e-05,0.3,0.6,0.4,3.0,5.0,10.0,GO,,
400,CusR,response to toxic substance,2.9289280430929755e-07,0.00011071348002891448,0.4,0.14285714285714285,0.21052631578947364,4.0,36.0,10.0,GO,,
401,CusR,plasma membrane copper ion transport,4.85732419724622e-06,0.0016830628343458152,0.2,1.0,0.33333333333333337,2.0,4.0,10.0,GO,,
402,CusR,monoatomic cation transport,2.9071744611243263e-05,0.009298485699503806,0.2,0.5,0.28571428571428575,2.0,4.0,10.0,GO,,
403,CusR,transition metal ion binding,0.0001349967335341868,0.040094029859653484,0.2,0.25,0.22222222222222224,2.0,12.0,10.0,GO,,
404,NikR,nickel cation import across plasma membrane,0.0,0.0,1.0,1.0,1.0,5.0,9.0,5.0,GO,,
405,NikR,nickel cation transport,4.880629979833889e-16,1.0146829728074655e-12,1.0,0.8333333333333334,0.9090909090909091,5.0,9.0,5.0,GO,,
406,NikR,nickel cation binding,5.033556385868685e-13,6.976509150813996e-10,1.0,0.29411764705882354,0.45454545454545453,5.0,36.0,5.0,GO,,
407,NikR,"ATP-binding cassette (ABC) transporter complex, substrate-binding subunit-containing",4.3439029036097734e-08,4.515487068302359e-05,1.0,0.034013605442176874,0.06578947368421054,5.0,180.0,5.0,GO,,
408,NikR,ABC-type nickel transporter activity,1.079405377165827e-06,0.0008976335116511016,0.4,1.0,0.5714285714285715,2.0,6.0,5.0,GO,,
409,NikR,nickel cation transmembrane transporter activity,6.47041292469343e-06,0.004483996156812547,0.4,0.5,0.4444444444444445,2.0,9.0,5.0,GO,,
410,NikR,dipeptide transmembrane transport,0.00018312394491777116,0.09517867037101156,0.4,0.10526315789473684,0.16666666666666666,2.0,26.0,5.0,GO,,
411,NikR,dipeptide transmembrane transporter activity,0.00018312394491777116,0.09517867037101156,0.4,0.10526315789473684,0.16666666666666666,2.0,34.0,5.0,GO,,
412,PrpR,"propionate metabolic process, methylcitrate cycle",6.476432262994961e-07,0.0026929005349533046,0.5,1.0,0.6666666666666666,2.0,5.0,4.0,GO,,
413,PrpR,"propionate catabolic process, 2-methylcitrate cycle",3.883451412560469e-06,0.008073695486713214,0.5,0.5,0.5,2.0,8.0,4.0,GO,,
414,GlpR,glycerol catabolic process,5.726280883744133e-13,2.3809875914608104e-09,0.625,0.5555555555555556,0.5882352941176471,5.0,15.0,8.0,GO,,
415,GlpR,glycerol-3-phosphate dehydrogenase (FAD) complex,4.898037560095297e-12,6.788680058292081e-09,0.5,1.0,0.6666666666666666,4.0,7.0,8.0,GO,,
416,GlpR,glycerol-3-phosphate dehydrogenase (quinone) activity,4.898037560095297e-12,6.788680058292081e-09,0.5,1.0,0.6666666666666666,4.0,20.0,8.0,GO,,
417,GlpR,glycerol-3-phosphate catabolic process,2.4471966781885108e-11,2.543860946976957e-08,0.5,0.8,0.6153846153846154,4.0,10.0,8.0,GO,,
418,GlpR,glycerol metabolic process,3.4787008897460142e-09,2.8928876599127852e-06,0.5,0.3076923076923077,0.380952380952381,4.0,17.0,8.0,GO,,
419,GlpR,glycerol-3-phosphate metabolic process,1.684239195414369e-08,1.1671777624221577e-05,0.375,0.75,0.5,3.0,4.0,8.0,GO,,
420,GlpR,glycerol transmembrane transport,3.022335056064315e-06,0.0017952670233022034,0.25,1.0,0.4,2.0,6.0,8.0,GO,,
421,GlpR,anaerobic respiration,3.802400030305983e-06,0.0019762974157515345,0.5,0.058823529411764705,0.10526315789473684,4.0,117.0,8.0,GO,,
422,GlpR,organophosphate metabolic process,9.058576625159534e-06,0.004185062400823705,0.25,0.6666666666666666,0.36363636363636365,2.0,3.0,8.0,GO,,
423,GlpR,phosphate-containing compound metabolic process,0.00016484255912943674,0.06854153608601979,0.25,0.18181818181818182,0.2105263157894737,2.0,12.0,8.0,GO,,
424,NarL-2,nitrate assimilation,3.950133687069924e-14,1.6424655870836746e-10,0.6363636363636364,0.2692307692307692,0.37837837837837834,7.0,35.0,11.0,GO,,
425,NarL-2,NarGHI complex,1.2417050004580161e-08,2.5815046959522153e-05,0.2727272727272727,1.0,0.42857142857142855,3.0,9.0,11.0,GO,,
426,NarL-2,anaerobic electron transport chain,4.382026245444808e-08,6.073488376186504e-05,0.45454545454545453,0.1111111111111111,0.17857142857142855,5.0,58.0,11.0,GO,,
427,NarL-2,nitrate metabolic process,2.473032687954579e-07,0.00020565739833030278,0.2727272727272727,0.5,0.3529411764705882,3.0,12.0,11.0,GO,,
428,NarL-2,nitrate reductase (quinone) activity,2.473032687954579e-07,0.00020565739833030278,0.2727272727272727,0.5,0.3529411764705882,3.0,12.0,11.0,GO,,
429,NarL-2,anaerobic respiration,3.639221433702592e-07,0.00023541768887565704,0.45454545454545453,0.07352941176470588,0.12658227848101267,5.0,117.0,11.0,GO,,
430,NarL-2,electron transfer activity,4.529440863408505e-07,0.00023541768887565704,0.45454545454545453,0.07042253521126761,0.12195121951219513,5.0,129.0,11.0,GO,,
431,NarL-2,nitrate reductase activity,4.321769530854919e-07,0.00023541768887565704,0.2727272727272727,0.42857142857142855,0.33333333333333326,3.0,24.0,11.0,GO,,
432,NarL-2,nitrate reductase complex,6.90518355562445e-07,0.0003190194802698496,0.2727272727272727,0.375,0.3157894736842105,3.0,15.0,11.0,GO,,
433,NarL-2,cellular respiration,3.5020359468382533e-06,0.0014561465466953456,0.2727272727272727,0.23076923076923078,0.24999999999999994,3.0,16.0,11.0,GO,,
434,NarL-2,"4 iron, 4 sulfur cluster binding",6.257144547413986e-06,0.0020013236175497966,0.45454545454545453,0.041666666666666664,0.07633587786259541,5.0,261.0,11.0,GO,,
435,NarL-2,nitrite reductase NADH activity,5.936729574412047e-06,0.0020013236175497966,0.18181818181818182,1.0,0.3076923076923077,2.0,8.0,11.0,GO,,
436,NarL-2,nitrite reductase complex [NAD(P)H],5.936729574412047e-06,0.0020013236175497966,0.18181818181818182,1.0,0.3076923076923077,2.0,3.0,11.0,GO,,
437,NarL-2,oxidoreductase activity,5.9036798352926616e-05,0.017533929110819205,0.5454545454545454,0.018461538461538463,0.03571428571428572,6.0,456.0,11.0,GO,,
438,NarL-2,formate dehydrogenase (quinone) activity,8.855529979800166e-05,0.023013308535005682,0.18181818181818182,0.3333333333333333,0.23529411764705885,2.0,9.0,11.0,GO,,
439,NarL-2,heme oxidation,8.855529979800166e-05,0.023013308535005682,0.18181818181818182,0.3333333333333333,0.23529411764705885,2.0,6.0,11.0,GO,,
440,BasR,lipid A biosynthetic process,2.5733916855851576e-08,0.00010700162628663085,0.5714285714285714,0.16666666666666666,0.25806451612903225,4.0,64.0,7.0,GO,,
441,BasR,lipopolysaccharide biosynthetic process,1.5045437568155257e-06,0.003127946470419478,0.5714285714285714,0.0625,0.11267605633802817,4.0,119.0,7.0,GO,,
442,BasR,lipid A metabolic process,2.266751292048237e-06,0.0031417172907788563,0.2857142857142857,1.0,0.4444444444444445,2.0,2.0,7.0,GO,,
443,BasR,response to antibiotic,8.739166132959497e-06,0.009084363195211395,0.5714285714285714,0.04040404040404041,0.07547169811320754,4.0,139.0,7.0,GO,,
444,Fnr-2,"4 iron, 4 sulfur cluster binding",1.0480350057819244e-08,4.3577295540412414e-05,0.30303030303030304,0.08333333333333333,0.13071895424836602,10.0,261.0,33.0,GO,,
445,Fnr-2,molybdopterin cofactor binding,8.122746496340846e-06,0.01688718996589262,0.12121212121212122,0.2222222222222222,0.1568627450980392,4.0,28.0,33.0,GO,,
446,Fnr-2,anaerobic ribonucleoside-triphosphate reductase complex,5.6992603914355656e-05,0.03949587451264847,0.06060606060606061,1.0,0.1142857142857143,2.0,4.0,33.0,GO,,
447,Fnr-2,nitrate assimilation,3.800517886288504e-05,0.03949587451264847,0.12121212121212122,0.15384615384615385,0.13559322033898305,4.0,35.0,33.0,GO,,
448,Fnr-2,nitrite reductase NADH activity,5.6992603914355656e-05,0.03949587451264847,0.06060606060606061,1.0,0.1142857142857143,2.0,8.0,33.0,GO,,
449,Fnr-2,nitrite reductase complex [NAD(P)H],5.6992603914355656e-05,0.03949587451264847,0.06060606060606061,1.0,0.1142857142857143,2.0,3.0,33.0,GO,,
450,Fnr-2,oxidoreductase activity,0.00010081007867175885,0.05988118673102476,0.30303030303030304,0.03076923076923077,0.055865921787709494,10.0,456.0,33.0,GO,,
451,Fnr-2,"2 iron, 2 sulfur cluster binding",0.00012678892291304633,0.06589854268405583,0.12121212121212122,0.11428571428571428,0.11764705882352942,4.0,85.0,33.0,GO,,
452,Fnr-2,anaerobic respiration,0.00014278412457160563,0.06596626555208181,0.15151515151515152,0.07352941176470588,0.09900990099009901,5.0,117.0,33.0,GO,,
453,Fnr-2,molybdenum ion binding,0.00017543527199468157,0.07294598609538859,0.09090909090909091,0.2,0.12500000000000003,3.0,27.0,33.0,GO,,
454,PuuR,putrescine catabolic process,1.7731436848160267e-19,7.372731441465038e-16,0.875,0.7,0.7777777777777777,7.0,26.0,8.0,GO,,
455,PuuR,polyamine catabolic process,9.058576625159534e-06,0.01883278080370667,0.25,0.6666666666666666,0.36363636363636365,2.0,3.0,8.0,GO,,
456,MetJ,methionine biosynthetic process,1.3163687971444437e-17,5.4734614585265965e-14,0.5,0.5714285714285714,0.5333333333333333,8.0,34.0,16.0,GO,,
457,MetJ,methionine-importing ABC transporter complex,4.2142715167059945e-08,8.761470483231762e-05,0.1875,1.0,0.3157894736842105,3.0,3.0,16.0,GO,,
458,MetJ,D-methionine transmembrane transport,1.681888137385523e-07,0.00017483227188122512,0.1875,0.75,0.3,3.0,7.0,16.0,GO,,
459,MetJ,methionine import across plasma membrane,1.681888137385523e-07,0.00017483227188122512,0.1875,0.75,0.3,3.0,5.0,16.0,GO,,
460,MetJ,ABC-type D-methionine transporter activity,1.2952864525989922e-05,0.0076940015284380145,0.125,1.0,0.2222222222222222,2.0,5.0,16.0,GO,,
461,MetJ,L-methionine transmembrane transporter activity,1.2952864525989922e-05,0.0076940015284380145,0.125,1.0,0.2222222222222222,2.0,2.0,16.0,GO,,
462,MetJ,transsulfuration,1.2952864525989922e-05,0.0076940015284380145,0.125,1.0,0.2222222222222222,2.0,3.0,16.0,GO,,
463,MetJ,methionine transport,7.738042748153274e-05,0.04021847718352664,0.125,0.5,0.2,2.0,7.0,16.0,GO,,
464,MetJ,tetrahydrofolate interconversion,0.00012868769976996698,0.05945371729372475,0.125,0.4,0.19047619047619047,2.0,10.0,16.0,GO,,
465,MetJ,L-alpha-amino acid transmembrane transport,0.00019261298146421976,0.08008847769282257,0.125,0.3333333333333333,0.18181818181818182,2.0,6.0,16.0,GO,,
466,MetJ,amino acid transport,0.00023530252576123067,0.0889443547377452,0.25,0.04597701149425287,0.07766990291262135,4.0,117.0,16.0,GO,,
467,FucR,fucose metabolic process,1.6671637644969512e-16,6.932066932778323e-13,0.6,0.8571428571428571,0.7058823529411764,6.0,10.0,10.0,GO,,
468,FucR,fucose catabolic process,2.0498645915302335e-14,4.2616684857913554e-11,0.5,1.0,0.6666666666666666,5.0,6.0,10.0,GO,,
469,FucR,L-fucose catabolic process,1.2287269731788787e-13,1.7030155848259258e-10,0.5,0.8333333333333334,0.625,5.0,10.0,10.0,GO,,
470,FucR,D-arabinose catabolic process,9.030581821512844e-09,9.387289803462601e-06,0.3,1.0,0.4615384615384615,3.0,4.0,10.0,GO,,
471,FucR,rhamnose catabolic process,3.14530063082743e-07,0.00026156320045960907,0.3,0.42857142857142855,0.3529411764705882,3.0,20.0,10.0,GO,,
472,SlyA,sorbitol transmembrane transport,2.6302471947034703e-08,0.00010936567835577029,0.6,0.42857142857142855,0.5,3.0,7.0,5.0,GO,,
473,SlyA,carbohydrate transport,9.946176836407972e-07,0.0020678101642892174,0.6,0.14285714285714285,0.23076923076923073,3.0,24.0,5.0,GO,,
474,SlyA,transmembrane transporter complex,8.522192357942767e-06,0.011811758608108675,0.6,0.07142857142857142,0.1276595744680851,3.0,64.0,5.0,GO,,
475,SlyA,phosphoenolpyruvate-dependent sugar phosphotransferase system,2.2777567333546037e-05,0.023677281243221104,0.6,0.05172413793103448,0.09523809523809525,3.0,207.0,5.0,GO,,
476,AppY,hydrogen metabolic process,1.2417050004580161e-08,5.163009391904431e-05,0.2727272727272727,1.0,0.42857142857142855,3.0,6.0,11.0,GO,,
477,AppY,hydrogenase (acceptor) activity,2.473032687954579e-07,0.000514143495825757,0.2727272727272727,0.5,0.3529411764705882,3.0,12.0,11.0,GO,,
478,AppY,electron transfer activity,4.529440863408505e-07,0.0006277805036684188,0.45454545454545453,0.07042253521126761,0.12195121951219513,5.0,129.0,11.0,GO,,
479,AppY,fermentation,1.0343322645605524e-06,0.001075188389010694,0.2727272727272727,0.3333333333333333,0.3,3.0,13.0,11.0,GO,,
480,AppY,cellular response to starvation,2.0260573418979575e-06,0.0016848692855223413,0.2727272727272727,0.2727272727272727,0.2727272727272727,3.0,13.0,11.0,GO,,
481,AppY,[Ni-Fe] hydrogenase complex,3.5020359468382533e-06,0.0024269109111589096,0.2727272727272727,0.23076923076923078,0.24999999999999994,3.0,19.0,11.0,GO,,
482,AppY,periplasmic side of plasma membrane,6.828453245890579e-06,0.004056101228059004,0.2727272727272727,0.1875,0.2222222222222222,3.0,22.0,11.0,GO,,
483,AppY,ferredoxin hydrogenase activity,3.5521110318681146e-05,0.018462097088134524,0.18181818181818182,0.5,0.26666666666666666,2.0,4.0,11.0,GO,,
484,AppY,cytochrome complex,5.911930095493294e-05,0.024581805337061113,0.18181818181818182,0.4,0.25000000000000006,2.0,19.0,11.0,GO,,
485,AppY,oxidative phosphorylation,5.911930095493294e-05,0.024581805337061113,0.18181818181818182,0.4,0.25000000000000006,2.0,8.0,11.0,GO,,
486,AppY,cytochrome bo3 ubiquinol oxidase activity,8.855529979800166e-05,0.03347390332364463,0.18181818181818182,0.3333333333333333,0.23529411764705885,2.0,20.0,11.0,GO,,
487,AppY,anaerobic electron transport chain,0.0001661479799243754,0.05314179234811945,0.2727272727272727,0.06666666666666667,0.10714285714285715,3.0,58.0,11.0,GO,,
488,AppY,"oxidoreductase activity, acting on diphenols and related substances as donors, oxygen as acceptor",0.00016484255912943674,0.05314179234811945,0.18181818181818182,0.25,0.2105263157894737,2.0,11.0,11.0,GO,,
489,GadX,cellular stress response to acidic pH,3.3698492076842604e-08,0.00014011833005551154,0.21052631578947367,0.4444444444444444,0.2857142857142857,4.0,10.0,19.0,GO,,
490,GadX,intracellular pH elevation,1.446268474397473e-06,0.0020045281055148974,0.15789473684210525,0.5,0.23999999999999996,3.0,6.0,19.0,GO,,
491,GadX,response to pH,1.446268474397473e-06,0.0020045281055148974,0.15789473684210525,0.5,0.23999999999999996,3.0,7.0,19.0,GO,,
492,GadX,glutamate decarboxylase activity,1.8457831949535643e-05,0.0191869163115423,0.10526315789473684,1.0,0.1904761904761905,2.0,10.0,19.0,GO,,
493,GadX,glutamate catabolic process,5.5227651952189485e-05,0.038272762802867316,0.10526315789473684,0.6666666666666666,0.18181818181818182,2.0,3.0,19.0,GO,,
494,GadX,glutamate metabolic process,5.5227651952189485e-05,0.038272762802867316,0.10526315789473684,0.6666666666666666,0.18181818181818182,2.0,3.0,19.0,GO,,
495,GcvA,glycine cleavage complex,3.0101939405042815e-10,6.258193202308401e-07,0.75,1.0,0.8571428571428571,3.0,6.0,4.0,GO,,
496,GcvA,glycine decarboxylation via glycine cleavage system,3.0101939405042815e-10,6.258193202308401e-07,0.75,1.0,0.8571428571428571,3.0,8.0,4.0,GO,,
497,GcvA,one-carbon metabolic process,4.959892777282787e-08,6.874411389313943e-05,0.75,0.2727272727272727,0.39999999999999997,3.0,13.0,4.0,GO,,
498,GcvA,glycine catabolic process,1.942327640110388e-06,0.0020190495818947483,0.5,0.6666666666666666,0.5714285714285715,2.0,3.0,4.0,GO,,
499,Lrp-2,peptide transport,5.6291135345764964e-14,2.340585407676907e-10,0.2894736842105263,0.2391304347826087,0.2619047619047619,11.0,62.0,38.0,GO,,
500,Lrp-2,protein transport,6.730273801962991e-12,1.3992239234281059e-08,0.2894736842105263,0.15942028985507245,0.205607476635514,11.0,82.0,38.0,GO,,
501,Lrp-2,oligopeptide import across plasma membrane,4.0829886222296364e-11,5.659022230410276e-08,0.13157894736842105,1.0,0.23255813953488372,5.0,5.0,38.0,GO,,
502,Lrp-2,L-leucine biosynthetic process,2.242884540296199e-09,2.331478479637899e-06,0.13157894736842105,0.625,0.21739130434782608,5.0,33.0,38.0,GO,,
503,Lrp-2,peptidoglycan peptide transmembrane transporter activity,5.1649806071204905e-09,4.2951978728813995e-06,0.10526315789473684,1.0,0.1904761904761905,4.0,4.0,38.0,GO,,
504,Lrp-2,dipeptide transmembrane transport,7.822642163810704e-09,4.646649445303558e-06,0.15789473684210525,0.3157894736842105,0.21052631578947367,6.0,26.0,38.0,GO,,
505,Lrp-2,dipeptide transmembrane transporter activity,7.822642163810704e-09,4.646649445303558e-06,0.15789473684210525,0.3157894736842105,0.21052631578947367,6.0,34.0,38.0,GO,,
506,Lrp-2,tripeptide import across plasma membrane,2.5661583490713263e-08,1.1471995935524537e-05,0.10526315789473684,0.8,0.18604651162790697,4.0,5.0,38.0,GO,,
507,Lrp-2,"ATP-binding cassette (ABC) transporter complex, substrate-binding subunit-containing",2.7590177815114328e-08,1.1471995935524537e-05,0.2894736842105263,0.07482993197278912,0.11891891891891894,11.0,180.0,38.0,GO,,
508,Lrp-2,peptidoglycan-associated peptide transport,2.5661583490713263e-08,1.1471995935524537e-05,0.10526315789473684,0.8,0.18604651162790697,4.0,5.0,38.0,GO,,
